name|type|description|prerequisites|prerequisite_feats|benefit|normal|special|source|teamwork|critical|grit|style|performance|racial|companion_familiar|race_name|note|goal|completion_benefit|multiples|suggested_traits|source_dataset
Spirit Focus|General|You have a strong connection to a particular legend, Which empowers the spirits you channel Special This feat can be selected multiple times, each time applying to a different spirit.|spirit bonus class feature.||select a spirit. your spirit bonus from this spirit increases by 1.||||0|0|0|0|0|0|0|||||0||Metzofitz
Spirit Guards|General|Your companion is protected while its in arms reach.|spirit companion class feature||as long as your spirit companion is within 10 feet of you, it gains a +2 bonus to concentration checks and to ac. this bonus increases to +4 when you reach invoker level 12th.||||0|0|0|0|0|0|0|||||0||Metzofitz
Spirit Specialization|General|Your intense connection to the spirits enables you to borrow more of their abilities|spirit focus, spirit feat class feature||when channeling a spirit for which you have selected the spirit focus feat, you may select one additional spirit feat.||||0|0|0|0|0|0|0|||||0||Metzofitz
Spirit's Boon|General|You can grant the power of spirits to your allies. In either case, the target uses the power as if it were your own (including using your primal power DC and any improvements from invocations you have), but must make any required checks themselves (such as attack rolls). You can only grant a primal power to one creature at a time. Granting it to a different creature causes it to be removed from the previous target. The target also loses the power after 24 hours, whether it uses it or not.|lesser spirit class feature, primal energy class feature, invoker level 7th||as a full-round action, you can touch a willing creature to grant it a single primal power from a lesser spirit you have. if the target has both the primal energy and lesser spirit class features, it can use that primal power by spending its primal energy, as needed. if the ally does not normally have those features, you can spend primal energy equal to that powers cost to grant the ally the same amount of primal energy. once theyve spent the energy you granted them, they lose access to the power until you grant it again.||||0|0|0|0|0|0|0|||||0||Metzofitz
Lesser Spirits (Invoker)|General|The following eighteen lesser spirits are those most commonly contacted by invokers, though others may exist. While an invoker can bond with any lesser spirit, he may only invoke one whose listed type matches the dominion or oath of his spirit companion (or both). Lesser spirits are not listed alphabetically; instead, they are organized below in a table showing their dominion and oath, below. The DC to save against primal powers or invocations is equal to 10 + 1/2 the invokers level + his Charisma modifier, unless otherwise noted.|||||||0|0|0|0|0|0|0|||||0||Metzofitz
Split-Second Reactions|General|You have honed your reactions to the point you can act without thinking.|improved initiative.||you may ready an action at the start of the round, instead of on your turn. if taking this action would allow you to act sooner than your initiative result would normally allow then you must succeed at an initiative check (dc 5 + the initiative score of the creature you are trying to interrupt). if you succeed then your action occurs before theirs and you move one space above them in the initiative order, otherwise their action occurs before yours and you move one space below them in the initiative order.||||0|0|0|0|0|0|0|||||0||Metzofitz
Splitting Focus|General|Your rays strike better at the same target.|split psionic ray||if you target the same target with both rays, you gain a +2 bonus on your ranged touch attacks.||||0|0|0|0|0|0|0|||||0||Metzofitz
Spreading Misery|General|You can spread your curses to new victims when the old ones fall.|2 or more malefactions known.||when a creature or object under the effects of one or more of your malefactions is reduced to 0 or less hit points, you may select another target within medium range (100 feet + 10 feet per character level). those malefactions transfer to the new target; time spent on their previous target still counts against the duration of those malefactions, when relevant. that target is entitled to any saving throws those malefactions offer to their targets, just as if you had invoked them on that creature.||||0|0|0|0|0|0|0|||||0||Metzofitz
Steady Rituals|General|Consistency is key to a successful ritual. Once per day, you may take 10 on a skill check to perform an occult ritual, even if conditions would normally prevent you from doing so. You can do so an additional time per day for every three cabalist levels gained past 3rd.|cabalist level 3rd||reduce the penalty caused by interrupting an occult ritual you are performing by half.||||0|0|0|0|0|0|0|||||0||Metzofitz
Street Lessons|General|You learned at the school of hard knocks.|benefit you gain an additional knock from the list of those available from school of hard knocks. you must still meet the for this knock.||||||0|0|0|0|0|0|0|||||0||Metzofitz
Sticky Fingers|General|Look at your scabbard, now look at me, now back at your scabbard, now back to me, whats this? Why yes its your sword, when did I take it? Thats a good question.|special a rogue may take this feat in place of a rogue talent, provided he meets the .||you gain the phantom thieves thieves acumen class feature, using your ranks in sleight of hand as your phantom thief level.||||0|0|0|0|0|0|0|||||0||Metzofitz
Strong Language|General|Warning This character contains strong language that may be unsuitable for children.|insult class feature, linguistics 6 ranks.||your magical insults can affect creatures who do not share a language with you.||||0|0|0|0|0|0|0|||||0||Metzofitz
Student of the Astral Suit|General|Your studies in other areas has not hindered your skill with astral suits.|invigorating suit class feature.||treat your class level as four higher to determine your number of customization points and which customizations you can select for your astral suit, to a maximum of your character level.||||0|0|0|0|0|0|0|||||0||Metzofitz
Style Shift|General|Special If you possess the Fuse Styles feat, you may also adopt a martial stance with the same action.|one style feat, one shifting feat||whenever you adopt a style, you may activate your shift in the same action.||||0|0|0|0|0|0|0|||||0||Metzofitz
Sudden Binding|General|You shift between eldritch powers in an instant.|binding class feature||once per day, you may switch between your two bindings (formless body or opened mind) as an immediate action, even if its not your turn.||||0|0|0|0|0|0|0|||||0||Metzofitz
Suffer With Grace|General|You have been the butt of many a joke but you have become quite adept at suffering with grace.|none.||when you are forced to make a will save against a mind-affecting effect with a duration longer than 2 rounds you may choose to automatically fail it. if this option is chosen, the effects duration is reduced by 2 rounds to a minimum of 2 rounds.||||0|0|0|0|0|0|0|||||0||Metzofitz
Surging Veil|General|Residual shadowstuff conceals your movement.|shadow surge class feature||whenever you spend a shadow surge, you gain concealment until the start of your next turn. this concealment does not allow you to hide.||||0|0|0|0|0|0|0|||||0||Metzofitz
Swift Crafting|General|You can create items faster than most artisans.|craft 5 ranks or any item creation feat||it takes you half as long to make non-magical items using craft skills, and you treat magic items as being 20% cheaper for the purpose of determining how long it will take to create. apply this reduction before any other reduction in crafting time, such as a vanguards rapid construction ability.||||0|0|0|0|0|0|0|||||0||Metzofitz
Talented Jinxer|General|You can lay more curses than most.|2 or more malefactions known.||you may maintain two additional active malefactions.||||0|0|0|0|0|0|0|||||0||Metzofitz
Tamer's Arcana|General|Your magic binds easily to beasts under your command.|animal focus||increase your caster level by +2 when casting spells with the animal descriptor that target your animal companion or an animal creature you have summoned.||||0|0|0|0|0|0|0|||||0||Metzofitz
Technologist|General|You are familiar with the basic mechanics of technology. Normal You treat all skill checks made against technology as if they were untrained skill checks. This may mean that you cannot attempt certain skill checks, even if you possess ranks in the skill in question.|||you are considered to be trained in any skill used against a technology-based subject. if the skill in question requires training to use even against non-technological subjects, you must still have ranks in that skill in order to gain the of technologist.||||0|0|0|0|0|0|0|||||0||Metzofitz
Tenacious Illusions|General|Illusions you cast linger, even when dispelled or when you cease focusing on them.|spell focus (illusion)||the dc of caster level checks to dispel or remove your illusions increases by 2; even if the spell is dispelled, it persists for 1 more round before dissipating. illusion spells you cast that have a duration based on concentration (like silent image) last for 1 additional round after you cease concentration.||||0|0|0|0|0|0|0|||||0||Metzofitz
Tenebrous Magic|General|As your shadow spells grow in power, so, too, does the magic it replicates.|heighten spell, spell focus (illusion), nightblade level 9th||whenever you apply the heighten spell metamagic feat to a shadow spell that replicates another school of magic (such as shadow conjuration), the level of spell that you can replicate increases by the same number of levels you raised the spell with heighten spell. for example, if you applied heighten spell to a shadow conjuration spell (which can normally replicate conjuration [creation] or conjuration [summoning] effects up to 3rd level), and heightened the shadow conjuration two levels into a 6th-level slot, you would be able to replicate a conjuration (creation) or conjuration (summoning) spell of 5th level or lower, instead of only 3rd.||||0|0|0|0|0|0|0|||||0||Metzofitz
Thunderclap Percussion|General|Your concussive powers also affect those near the target.|concussive power||when using the concussive power feat, you can choose to have anyone adjacent to the initial target also be affected by the concussive power feat.||||0|0|0|0|0|0|0|||||0||Metzofitz
Tomb Raider|General|You are adept at exploring dangerous ruins and dungeons.|trapmaker class feature, favored terrain (subterranean) class feature.||add your levels of cryptic and ranger together for the purposes of your trapfinding and favored terrain class features. in addition, you can add your favored terrain (subterranean) bonus to disable device checks when in a subterranean terrain.||||0|0|0|0|0|0|0|||||0||Metzofitz
Touch of the Grave|General|Youve become more like the undead that you spend so much time with.|must be living.||you gain a +2 bonus on all saving throws against pain and cold effects (including effects that deal cold damage and allow a save) however your skin becomes ice cold and your complexion sallow and sunken. you suffer a -4 penalty on disguise checks to pose as anything living.||||0|0|0|0|0|0|0|||||0||Metzofitz
Unaligned Undead|General|You have learned to quell the evil energies of mindless undead you create. Unaligned mindless undead often seek out the professions and family members they left behind in life. Though their skills remain non-existent, if they are managed properly they can be used as assistants in many tasks. Unaligned undead are often used as laborers or soldiers in societies where their creation is common.|ability to create mindless undead, character level 9||when you create a mindless undead creature, you can choose to create them with an alignment of true neutral. if these undead are released from your command they have a starting attitude of indifferent to all creatures, but defend themselves if attacked. unaligned undead still give off an aura of evil and are detected as such by the detect evil spell and other abilities that detect evil-aligned creatures.||||0|0|0|0|0|0|0|||||0||Metzofitz
Unconscious Unconditionally|General|You can manifest powers even when you become unconscious.|unconditional power||the first round after you become unconscious, you can use the unconditional power feat to manifest a power as if you were stunned.||||0|0|0|0|0|0|0|||||0||Metzofitz
Undead Companion|General|Your companion or familiar becomes undead. Special You may take this feat multiple times. Each time you do, choose another animal companion, dark messenger, or familiar that you possess to be affected.|animal companion, dark messenger, or familiar||your animal companion, dark messenger, or familiar gains the undead type (if you have more than one of these features, choose one upon gaining this feat). do not recalculate its base attack bonus, hit points, saving throws, or skill points. if the creatures charisma score was less than its constitution score would permanently alter the affected creatures type (such as the sorrows shadow class feature), instead improve its positive energy resistance by +5 and its before becoming undead, its charisma score becomes equal to its former constitution. additionally, it gains channel resistance +4. if another ability you possess channel resistance by +2.||||0|0|0|0|0|0|0|||||0||Metzofitz
Unknowable Fear|General|Your terrifying presence precedes you.|intimidate 5 ranks.||other creatures take a 2 penalty on intimidate checks against you, and you can perform the project hostility occult skill unlock even if you can't cast psychic spells. if you can cast psychic spells or have the psychic sensitivity feat, then creatures do not become immune to your project hostility for 24 hours after being targeted with it.||||0|0|0|0|0|0|0|||||0||Metzofitz
Unlocked Talent|General|You have discovered your psionic ability, granting you limited manifesting ability.|special the manifester level when manifesting the power granted from this feat is not a true manifester level and does not count as a manifester level for purposes such as bonus power points, feat, item creation, or prestige class .||you gain 2 power points. in addition, when you take this feat, select any one 1st level power. you treat this power as a power known and can manifest this power with a manifester level of 1 as long as you have a charisma score of at least 11. use your charisma modifier to determine any applicable save dcs. if you have manifester levels from a psionic class, you may instead use the manifester level from that class when manifesting the power gained from this feat, as well as the appropriate key ability modifier.||||0|0|0|0|0|0|0|||||0||Metzofitz
Unseen Terror|General|Creatures are naturally afraid of what they cannot see. Normal You can only make an Intimidate check to demoralize an opponent if it is within 30 feet and can clearly see and hear you.|intimidate 5 ranks, stealth 5 ranks||you can make intimidate checks to demoralize a creature even if it cannot see you. you must still influence it in some other way, such as by taunting, making sounds, or using visual effects such as silent image or light from a torch. you gain a +2 bonus on intimidate checks made while in dim light or darkness.||||0|0|0|0|0|0|0|||||0||Metzofitz
Urban Tracking|General|You can track down the location of missing persons or wanted individuals within communities. Normal A character without this feat can use Diplomacy to find out information about a particular individual, but each check takes 1d4+1 hours and doesnt allow effective trailing. Special A character with 5 ranks in Knowledge (local) gains a +2 bonus on the Diplomacy checks to gather information to use this feat. You can cut the time between Diplomacy checks to gather information in half (to 30 minutes per check rather than 1 hour), but you take a -5 penalty on the check.|||to find the trail of an individual or to follow it for 1 hour requires a diplomacy check to gather information. you must make another diplomacy check every hour of the search, as well as each time the trail becomes difficult to follow, such as when it moves to a different area of town. the dc of the check, and the number of checks required to track down your quarry, depends on the community size and the conditions. if you fail a diplomacy check, you can retry after 1 hour of questioning. the game master should roll the number of checks required secretly, so that the player doesnt know exactly how long the task will require.||||0|0|0|0|0|0|0|||||0||Metzofitz
Vehicle Expert|General|Youve spent time learning the ins and outs of using and designing vehicles.|||you get a +2 bonus on all knowledge (engineering) and ride skill checks. if you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.||||0|0|0|0|0|0|0|||||0||Metzofitz
Verdant Summons|General|Creatures you summon are infused with plant life.|benefit creatures you summon become immune to paralysis and poison. they also gain woodland stride (as the class feature) and the mystic strideum feat, even if they dont meet its .||||||0|0|0|0|0|0|0|||||0||Metzofitz
Vigilante Casting Savant|General|Special You cannot select this feat if you possess the Vigilante Savant feat.|vigilante 5th, must have an archetype with the alchemy or spellcasting class feature.||you gain a vigilante talent.||||0|0|0|0|0|0|0|||||0||Metzofitz
Vigilante Savant|General|Special You cannot select this feat if you possess the Vigilante Casting Savant feat.|vigilante level 7th.||you gain a vigilante talent, treating your vigilante level as half when determining for which vigilante talents you can select with this feat.||||0|0|0|0|0|0|0|||||0||Metzofitz
Violent Child|General|You blend the magical with the martial. Special A magical child can choose to gain this feat in place of their 1st level social talent. This feat can be selected multiple times, each time adding 1 new spell per level.|magical child 1st.||add 1 spell per spell level from the magus spell list to the unchained summoner spell list with the magical child vigilante archetype.||||0|0|0|0|0|0|0|||||0||Metzofitz
Wagemage|General|The power of money buys lots of things, including simple magics.|knowledge (arcane) 5 ranks, discount class feature.||you can expend 1 discount token to cast a 0th or 1st level spell from the sorcerer/wizard spell list as spell-like abilities. the dc for these spells are dc 10 + spell level + intelligence modifier. you may only spend a number of discount tokens in this fashion equal to your intelligence modifier per day.||||0|0|0|0|0|0|0|||||0||Metzofitz
Wand Desperado|General|Magical weaponry is a form of weaponry just as versatile as any|use magic device 5 ranks, ability to initiate maneuvers||whenever you use a martial maneuver that would allow an attack with a weapon, you may make a use magic device check with a wand or staff which allows a touch attack corresponding to the maneuver range (melee touch if with a melee weapon, ranged touch or ray if with a ranged weapon) to use the wand or staffs spell as a weapon for the purpose of the maneuver. the attack is made against regular ac rather than touch ac, but elsewise the spell operates normally and applies any effects of the maneuver to it (such as extra damage or debilitating effects). if the spell allows multiple touch attacks for fires multiple rays (such as scorching ray), the maneuvers effects are only applied to the first ray or touch.||||0|0|0|0|0|0|0|||||0||Metzofitz
Weapon Proficiency (Packs)|General|When in trouble, a backpack full of bricks makes a surprisingly effective flail|none.||you make attack rolls with pack weapons normally and treat them as martial weapons.||||0|0|0|0|0|0|0|||||0||Metzofitz
Wild Talent|General|Your mind wakes to a previously unrealized talent for psionics.|||your latent power of psionics flares to life, conferring upon you the designation of a psionic character. as a psionic character, you gain a reserve of 2 power points and can take psionic feats, metapsionic feats, and psionic item creation feats. you do not, however, gain the ability to manifest powers simply by virtue of having this feat.||||0|0|0|0|0|0|0|||||0||Metzofitz
Wildblood Mage|General|Your blood runs wild with arcane energies, unleashing your psionic abilities.|bloodline arcana, wild surge +1||your wilder manifester level gains a +2 bonus as long as this bonus doesnt raise your manifester level above your current hit dice. your sorcerer caster level gains a +2 bonus as long as this bonus doesnt raise your caster level above your current hit dice. in addition, you can use your wild surge on spells, increasing your caster level the wild surge amount, and your bloodline arcana is applied to applicable powers.||||0|0|0|0|0|0|0|||||0||Metzofitz
Wise Vigilante|General|Your contemplative insight and indomitable will rule your talents. Special This feat must be selected at 1st level, or before your first level of vigilante. A vigilante can choose to gain this feat in place of their 1st level social talent Special You cannot select this feat if you possess the Genius Vigilante feat.|vigilante 1st.||you use your wisdom instead of your charisma for any vigilante ability you gain, such as the save dcs of your vigilante talents or other abilities gained from vigilante archetypes except for spellcasting or alchemy.||||0|0|0|0|0|0|0|||||0||Metzofitz
Wizened Samurai|General|You harness and channel your spiritual might through meditation and insight rather than outward force of personality. Normal A legendary samurai uses Charisma to determine their class features. Special This feat must be selected at 1st level, or before your 1st level of legendary samurai. Special This feat cannot be combined with the Scholarly Samurai feat.|legendary samurai 1st.||you may use your wisdom instead of your charisma for any legendary samurai ability you gain, such as iaijutsu techniques, kiai arts, or spirit limit. in addition, select 1 wisdom based skill; you gain a +2 bonus to skill checks made with that skill.||||0|0|0|0|0|0|0|||||0||Metzofitz
Woodland Sage|General|Understanding nature requires patience far more than education or guile.|wis 13||add your wisdom modifier as an additional bonus to your handle animal, knowledge (nature), and knowledge (geography) checks. if you have the wild empathy class feature, add your wisdom modifier as an additional bonus on checks with that ability.||||0|0|0|0|0|0|0|||||0||Metzofitz
Cast Rune|General|Even if you are not a practitioner of rune magic, you are protected by a specific rune present in your name or influencing your day of birth. Special You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, it grants a new rune you can invoke.|||select one rune as per the patron rune trait. you may invoke your patron rune once per day to gain its , as listed under runic divination. the runes effects last for 1 hour, or until you use its granted power once (whatever happens first).||||0|0|0|0|0|0|0|||||0||Metzofitz
Aerial Wings|Heritage|Your wings have strengthened to the point of allowing flight.|vestigial wings, 7th level or higher.||your wings strengthen; you gain a fly speed equal to double your base land speed with good maneuverability.||||0|0|0|0|0|0|0|||||0||Metzofitz
Altered Life|Heritage|Your unusual nature affects your vitality, bolstering you in ways different from other mortals.|aberration, fey, ooze, plant, or undead type.||choose wisdom or charisma. you calculate your bonus hit points per hit die based on the chosen ability score instead of your constitution.||||0|0|0|0|0|0|0|||||0||Metzofitz
Ancestor's Breath|Heritage|You can tap into your ancestors elemental energy to breath that same energy upon your enemies.|aberration, dragon, magical beast, ooze, or undead type, and/or cold or fire subtype.||choose acid, cold, fire, electricity, negative energy, or sonic, then 30 ft. cone or 60 ft. line. you gain a breath weapon usable once every 2 rounds that deals 1d6/level damage of the chosen type. a successful reflex save (dc 10 + 1/2 your hit die + your constitution modifier) halves this damage.||||0|0|0|0|0|0|0|||||0||Metzofitz
Bigfolk Training|Heritage|Thanks to training with larger creatures, you've learned to hold your own against them in brute force.|natural size small or smaller, racial penalty to strength.||your racial penalty to your strength score is reduced by 2 points (to a minimum penalty of 0). in addition, while you are not under a polymorph effect, you may wield weapons as though you were one size category larger than you actually are.||||0|0|0|0|0|0|0|||||0||Metzofitz
Blood Affinity|Heritage|Your nature enhances spells for which you have an affinity.|||spells you cast with a descriptor that matches one of your subtypes (such as a spell with the good descriptor cast by a creature with the good subtype) have their caster level and save dcs increased by 1.||||0|0|0|0|0|0|0|||||0||Metzofitz
Blood Frenzy|Heritage|The deaths of your enemies impel you to ever-greater acts of violence.|base attack bonus +6, and chaotic, dwarf, evil, fire, goblinoid, orc, or reptilian subtype and/or dragon, monstrous humanoid, or undead type.||you gain a cumulative +1 racial bonus to attack and damage rolls whenever a hostile creature (with 2 or more hit dice) within 60 ft. of you is reduced to 0 or less hit points, which lasts for up to 1 minute or until the end of the encounter, whichever is shorter. you must be able to perceive the creature being reduced to 0 or less hit points to gain the bonus from it.||||0|0|0|0|0|0|0|||||0||Metzofitz
Bloodsong Adept|Heritage|With the aid of subtle blood magics, you inspire your fellows more easily.|bardic performance, harmonic spell.||when starting any bardic performance, you may choose to make it a bloodsong performance. if you do, the performance does not use your daily rounds per day of bardic music, but it only affects creatures who share a type or subtype with you.||||0|0|0|0|0|0|0|||||0||Metzofitz
Champion's Presence|Heritage|You bolster those who share beliefs similar to your nature.|chaotic, evil, good, or lawful subtype.||allies (other than you) within 30 ft. who share an alignment component with one of your subtypes gain a +1 morale bonus to armor class, saving throws, and skill checks.||||0|0|0|0|0|0|0|||||0||Metzofitz
Enlarged Spider Shape|Heritage|You can take the form of a large spider.|cha 13, spider shape, base attack bonus +3, werespider-kin.||special if you also have the mystic spinnerets feat, you gain its while under the effects of this feat. you are always treated as having a free hand for the purposes of using lashing spinnerets while in this form.||||0|0|0|0|0|0|0|||||0||Metzofitz
Grave's Embrace|Heritage|You enhance your deathly nature, granting you some measure of control. Normal Graveblood creatures count as undead for the purpose of resolving spells and abilities (they still do not gain undead immunities unless they are actually undead).|mixed blood (undead) and/or graveblood subtype||you may choose to count as undead only if it would be advantageous to you when resolving the effects of spells and abilities (you still do not gain undead immunities unless you are actually undead). once per day you may drain your own life force to gain power; as a swift action you suffer a -4 penalty to your constitution and gain a +4 untyped bonus to another ability score of your choice. both bonus and penalty last for up to 1 minute.||||0|0|0|0|0|0|0|||||0||Metzofitz
Greater Psionic Awakening|Heritage, Psionic|Your natural psionic abilities are unlocked completely. Special You can take this feat multiple times. Each time you do, you choose a different power from the above list.|improved psionic awakening, character level 13th.||choose fold space, pierce the veil, or slip the bonds. you can use that power as a psi-like ability once per day, with a manifester level equal to your character level. at character level 15th and every five levels thereafter, you can use the chosen power one additional time per day.||||0|0|0|0|0|0|0|||||0||Metzofitz
Greater Psychotoxin|Heritage|You can secrete psychotoxin more often than normal.|con 13, improved psychotoxin, kambian.||you can expend your psionic focus to activate your psychotoxin ability, even if you have already used all of your daily uses. activating your psychotoxin in this way does not use a daily use.||||0|0|0|0|0|0|0|||||0||Metzofitz
Greater Sanguine Sorcery|Heritage|You have honed the magic of your heritage to its peak. Special You may select this feat more than once. Each time, you choose a different spell from the above list.|improved sanguine sorcery, 13th level or higher.||choose confusion, dimension door, or shadow conjuration. you may use the chosen spell as a spell-like ability once per day, at a caster level equal to your character level. at 15th level, and every 5 levels thereafter, you gain an additional use per day of the chosen spell.||||0|0|0|0|0|0|0|||||0||Metzofitz
Greater Spark of Divinity|Heritage|Your divine blood reaches its peak of concentration and power. Special You may select this feat more than once. Each time, you choose a different spell from the above list.|improved spark of divinity, 13th level or higher.||choose death ward, divine power, or flame strike. you may use the chosen spell as a spell-like ability once per day, at a caster level equal to your character level. at 15th level, and every 5 levels thereafter, you gain an additional use per day of the chosen spell.||||0|0|0|0|0|0|0|||||0||Metzofitz
Hold Prey|Heritage|You pull your prey in and dont let go.|base attack bonus +4, and bite or tentacle natural weapon.||you gain the grab special attack with your bite and/ or tentacle attacks.||||0|0|0|0|0|0|0|||||0||Metzofitz
Improved Psionic Awakening|Heritage, Psionic|Youve honed your psionic abilities further. Special You can take this feat multiple times. Each time you do, you choose a different power from the above list.|psionic awakening, character level 7th.||choose body purification, minor metamorphosis, or time hop. you can use that power as a psi-like ability once per day, with a manifester level equal to your character level. at character level 10th and every five levels thereafter, you can use the chosen power one additional time per day.||||0|0|0|0|0|0|0|||||0||Metzofitz
Improved Psychotoxin|Heritage|You can secrete a much larger amount of psychotoxin than normal.|con 11, kambian.||you can secrete more psychotoxin, allowing you to apply your psychotoxin to weapons or bottle it for later. additionally, if your touch attack with destiny dissonance fails, you can hold the charge until you succeed with the attack.||||0|0|0|0|0|0|0|||||0||Metzofitz
Improved Sanguine Sorcery|Heritage|Your blood-born sorcery intensifies, offering greater capabilities. Special You may select this feat more than once. Each time, you choose a different spell from the above list.|sanguine sorcery, 7th level or higher.||choose dispel magic, haste, or invisibility. you may use the chosen spell as a spell-like ability once per day, at a caster level equal to your character level. at 10th level, and every 5 levels thereafter, you gain an additional use per day of the chosen spell.||||0|0|0|0|0|0|0|||||0||Metzofitz
Improved Spark of Divinity|Heritage|You hone your divine connection further, gaining additional capabilities. Special You may select this feat more than once. Each time, you choose a different spell from the above list.|spark of divinity, 7th level or higher.||choose hold person, magic circle against alignment or resist energy. you may use the chosen spell as a spell-like ability once per day, at a caster level equal to your character level. at 10th level, and every 5 levels thereafter, you gain an additional use per day of the chosen spell.||||0|0|0|0|0|0|0|||||0||Metzofitz
Instinctive Grappler|Heritage|Your instincts are to grab an enemy and crush and tear at them while they struggle against you.|improved grapple, and aberration, dragon, magical beast, or ooze type.||you gain the constrict special attack, dealing 1d4+strength modifier damage (the damage value given is for medium creatures). if you already have a constrict special attack its damage increases by one die step.||||0|0|0|0|0|0|0|||||0||Metzofitz
Kinslayer|Heritage|You have a talent for harming those like yourself.|||you gain a +1 competence bonus on attack and damage rolls made against creatures that share a type or subtype with you. those creatures suffer a -1 penalty on saving throws made against your abilities, maneuvers, powers, and spells.||||0|0|0|0|0|0|0|||||0||Metzofitz
Mighty Frame|Heritage|You are extraordinarily strong for your size. Whenever you are subject to a size modifier or special size modifier for a Combat Maneuver Bonus or Combat Maneuver Defense (such as during grapple checks, bull rush attempts, and trip attempts), you are treated as one size larger if doing so is advantageous to you. You are also considered to be one size larger when determining whether a creatures special attacks based on size (such as grab or swallow whole) can affect you.|base attack bonus +4, and dwarf, giant, or orc subtype and/or dragon, magical beast, or monstrous humanoid type.||you may use weapons designed for a creature one size larger without penalty. however, your space and reach remain those of a creature your actual size. the of this ability stack with the effects of abilities, powers, and spells that change the subjects size category.||||0|0|0|0|0|0|0|||||0||Metzofitz
Mixed Blood (feat)|Heritage|You come from a family with diverse heritage. Special You may take this feat multiple times. Each time, you choose a different type and/or subtype from the above list. You may not select a type or subtype you already possess or gain both the cold and fire subtypes through this feat. Unlike other creatures with the air subtype, a creature who gains the air subtype with this feat does not gain or improve a fly speed.|||choose one aberration, air, chaotic, cold, dragon, dwarf, earth, elf, evil, fey, fire, giant, gnome, goblinoid, good, halfling, lawful, magical beast, monstrous humanoid, orc, ooze, outsider, plant, reptilian, undead, or water. gain the associated with your chosen type or subtype from table 4-1 on the next page. you may choose a subtype that is not appropriate for your creature type (such as a monstrous humanoid gaining the dwarf subtype through this feat). do not recalculate your base attack bonus, saving throws, skill points, or hit dice.||||0|0|0|0|0|0|0|||||0||Metzofitz
Overflowing Life|Heritage|You have developed unusual amounts of life force in your body.|toughness, and aberration, fey, ooze, or plant type.||you gain fast healing 2.||||0|0|0|0|0|0|0|||||0||Metzofitz
Psionic Awakening|Heritage, Psionic|You have a strong spark of psionic talent. Special You can take this feat multiple times. Each time you do, you choose a different power from the above list.|||choose inertial armor, mindlink, or vigor. you can use that power as a psi-like ability once per day, with a manifester level equal to your character level. at character level 4th and every four levels thereafter, you can use the chosen power one additional time per day.||||0|0|0|0|0|0|0|||||0||Metzofitz
Resist Kindred|Heritage|You know how to defend against those like yourself.|||you gain a +1 competence bonus to armor class and saving throws against creatures that share a type or subtype with you.||||0|0|0|0|0|0|0|||||0||Metzofitz
Sanguine Sorcery|Heritage|Your magical heritage has bestowed limited magical power upon you. Special You may select this feat more than once. Each time, you choose a different spell from the above list.|aberration or fey type.||choose charm person, mage armor, or magic missile. you may use the chosen spell as a spell-like ability once per day, at a caster level equal to your character level. at 4th level, and every 4 levels thereafter, you gain an additional use per day of the chosen spell.||||0|0|0|0|0|0|0|||||0||Metzofitz
Scramblers Gift|Heritage|You know how to climb exceptionally well.|climb 4 ranks, and claw natural attack and/or aberration, fey, magical beast, monstrous humanoid, ooze, or undead type and/or earth, giant, or reptilian subtype.||you gain a climb speed equal to 1/2 your land speed. if you already have a climb speed, it instead improves by 10 ft.||||0|0|0|0|0|0|0|||||0||Metzofitz
Small Stature|Heritage|Unusually small and nimble for your race, you can squeeze into tight places. If you would be subject to a size modifier or a special size modifier for an opposed check (such as Stealth), you are treated as being one size smaller if it is advantageous to you. You are considered to be one size smaller when squeezing through restrictive spaces, and may use weapons designed for creatures one size smaller without penalty. Your space and reach remain that of a creature your actual size. The effects of this ability stack with those of abilities, powers, and spells that change the subjects size.|base attack bonus +3, and elf, gnome, goblinoid, halfling or reptilian subtype and/or aberration, fey, or ooze type.||you gain the flexible frame special quality, which allows you to function in many ways as though you were one size smaller.||||0|0|0|0|0|0|0|||||0||Metzofitz
Spark of Divinity|Heritage|Your ancestral connection to divine energies permits you to cast certain spells. Special You may select this feat more than once. Each time, you choose a different spell from the above list.|chaotic, evil, good, or lawful subtype and/or outsider type.||choose bless, command, or shield of faith. you may use the chosen spell as a spell-like ability once per day, at a caster level equal to your character level. at 4th level, and every 4 levels thereafter, you gain an additional use per day of the chosen spell.||||0|0|0|0|0|0|0|||||0||Metzofitz
Spider Shape|Heritage|Your mastery over your form is great enough to allow you to transform into a true spider. Changing from werespider-kin to spider shape is a standard action. This ability otherwise functions as vermin shape II, and your ability scores change accordingly.|cha 13, werespider-kin||special if you also have the mystic spinnerets feat, you gain its while under the effects of this feat. you are always treated as having a free hand for the purposes of using lashing spinnerets while in this form.||||0|0|0|0|0|0|0|||||0||Metzofitz
Unnatural Resilience|Heritage|Your unnatural nature infuses your body, letting you resist assaults against it in unusual ways.|aberration, fey, ooze, outsider or undead type.||choose intelligence or charisma. you use the chosen ability score in place of constitution as a modifier to your fortitude saves.||||0|0|0|0|0|0|0|||||0||Metzofitz
