name|descriptor|acid|air|chaotic|cold|curse|darkness|death|disease|earth|electricity|emotion|evil|fear|fire|force|good|language_dependent|lawful|light|mind_affecting|pain|poison|shadow|sonic|water|meditative|school|subschool|casting_time|components|costly_components|material_costs|verbal|somatic|material|focus|divine_focus|range|area|targets|duration|dismissible|shapeable|saving_throw|spell_resistence|effect|short_description|description|description_formated|source|SLA_Level|spell_level|sorcerer|wizard|cleric|druid|ranger|bard|paladin|alchemist|summoner|witch|inquisitor|oracle|antipaladin|magus|adept|bloodrager|shaman|psychic|medium|mesmerist|occultist|spiritualist|skald|investigator|hunter|domain|bloodline|patron|mythic_text|augmented|mythic
Abstemiousness||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 standard action|V|0|NULL|1|0|0|0|0|touch||a handful of berries, grains, nuts, or rice|1 hour|0|0|Fortitude negates (harmless)|yes (harmless)|||Sometimes Irori smiles on his worshipers, granting them a reprieve from physical hunger. This spell magically enhances a handful of simple food, imbuing it with enough nutrition to satisfy a Medium or smaller creature for a full day. The spell does not create food, and thus will not alone prevent someone from starving, but it can extend even limited reserves for lengthy periods.|<p>Sometimes Irori smiles on his worshipers, granting them a reprieve from physical hunger. This spell magically enhances a handful of simple food, imbuing it with enough nutrition to satisfy a Medium or smaller creature for a full day. The spell does not create food, and thus will not alone prevent someone from starving, but it can extend even limited reserves for lengthy periods.</p>|Inner Sea Gods|1|bard 1, cleric/oracle 1, druid 1, witch 1|NULL|NULL|1|1|NULL|1|NULL|NULL|NULL|1|NULL|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1||||||0
Absurdity|emotionUM, mind-affecting|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|illusion|phantasm|1 standard action|V, S|0|NULL|1|1|0|0|0|medium (100 ft. + 10 ft./level)||up to one creature/level, no two of which can be more than 30 ft. apart|1 minute/level|1|0|Will negates|no||Threats seem like a ridiculous farce.|Your targets perceive intimidation and threats as laughably absurd. A character attempting to intimidate your targets is instead perceived as having exaggerated facial features or babbling and awkward speech. Effects that impose fear conditions become objects of ridicule, with the targets making fun of the source of the object as it attempts to scare them. Absurdity protects your targets from gaining lesser fear conditions (spooked, shaken, and scared), granting them immunity to spooked and a 50% chance to negate shaken or scared conditions instead of gaining them from any effect, including uses of the Intimidate skill to demoralize. Any other effect related to a spell or ability that generates fear (such as dying from a phantasmal killer) affects them normally, and effects that ignore immunity to fear also ignore absurdity. However, target creatures also have serious difficulty noticing potential threats; they take a -10 penalty on Sense Motive checks to avoid surprise or to notice that a creature is actively threatening or malicious and a -2 penalty on initiative checks. The spell doesn't prevent spells or effects that provide early warning or a form of danger sense (like anticipate perilUM or find traps) from alerting the affected character to danger.|<p>Your targets perceive intimidation and threats as laughably absurd. A character attempting to intimidate your targets is instead perceived as having exaggerated facial features or babbling and awkward speech. Effects that impose fear conditions become objects of ridicule, with the targets making fun of the source of the object as it attempts to scare them. <i>Absurdity</i> protects your targets from gaining lesser fear conditions (spooked, shaken, and scared), granting them immunity to spooked and a 50% chance to negate shaken or scared conditions instead of gaining them from any effect, including uses of the Intimidate skill to demoralize. Any other effect related to a spell or ability that generates fear (such as dying from a <i>phantasmal</i> killer) affects them normally, and effects that ignore immunity to fear also ignore <i>absurdity</i>. However, target creatures also have serious difficulty noticing potential threats; they take a -10 penalty on Sense Motive checks to avoid surprise or to notice that a creature is actively threatening or malicious and a -2 penalty on initiative checks. The spell doesn't prevent spells or effects that provide early warning or a form of danger sense (like <i>anticipate</i> perilUM or <i>find</i> traps) from alerting the affected character to danger.</p>|Horror Adventures|2|bard 2, medium 2, mesmerist 2, psychic 2, spiritualist 2|NULL|NULL|NULL|NULL|NULL|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2|2|2|NULL|2|NULL|NULL|NULL||||||0
Abundant Ammunition||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|summoning|1 standard action|V, S, M/DF (a single piece of ammunition)|0|NULL|1|1|1|0|1|||one container touched|1 minute/level|0|0|none|no||Replaces nonmagical ammunition every round.|When cast on a container such as a quiver or a pouch that contains nonmagical ammunition or shuriken (including masterwork ammunition or shuriken, but not special materials, alchemical attributes, or nonmagical treatments on the ammunition), at the start of each round this spell replaces any ammunition taken from the container the round before. The ammunition taken from the container the round before vanishes. If, after casting this spell, you cast a spell that enhances projectiles, such as align weapon or greater magic weapon, on the same container, all projectiles this spell conjures are affected by that spell.|<p>When cast on a container such as a quiver or a pouch that contains nonmagical ammunition or shuriken (including masterwork ammunition or shuriken, but not special materials, alchemical attributes, or nonmagical treatments on the ammunition), at the start of each round this spell replaces any ammunition taken from the container the round before. The ammunition taken from the container the round before vanishes. If, after casting this spell, you cast a spell that enhances projectiles, such as <i>align weapon</i> or <i>greater magic weapon</i>, on the same container, all projectiles this spell conjures are affected by that spell.</p>|Ultimate Combat|1|bard 1, cleric/oracle 1, ranger 1, sorcerer/wizard 1, psychic 1|1|1|1|NULL|1|1|NULL|NULL|NULL|NULL|NULL|1|NULL|NULL|NULL|NULL|NULL|1|NULL|NULL|NULL|NULL|NULL|NULL|1||||||0
Abyssal Vermin||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 standard action|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)||one vermin or vermin swarm|1 minute/level|0|0|Fortitude negates (see text)|yes|||You infuse the target with power from the Abyss, granting it the fiendish creature simple template. The swarm gains DR 5/ good if it has at least 5 Hit Dice, or DR 10/good it if has at least 11 HD. It gains cold resistance 5 and fire resistance 5 if it has at least 5 HD, or cold resistance 10 and fire resistance 10 if it has at least 11 HD. It gains spell resistance equal to its CR + 6. Once per day, it can smite good (as a swift action against a good opponent, the vermin adds its Charisma bonus to its attack rolls and its HD to its damage rolls until the opponent is dead). If the targeted vermin is under your command, it automatically fails its saving throw against this spell. This spell has no effect on vermin that already have the fiendish creature simple template.|<p>You infuse the target with power from the Abyss, granting it the fiendish creature simple template. The swarm gains DR 5/ good if it has at least 5 Hit Dice, or DR 10/good it if has at least 11 HD. It gains cold resistance 5 and fire resistance 5 if it has at least 5 HD, or cold resistance 10 and fire resistance 10 if it has at least 11 HD. It gains spell resistance equal to its CR + 6. Once per day, it can smite good (as a swift action against a good opponent, the vermin adds its Charisma bonus to its attack rolls and its HD to its damage rolls until the opponent is dead). If the targeted vermin is under your command, it automatically fails its saving throw against this spell. This spell has no effect on vermin that already have the fiendish creature simple template.</p>|AP 78|4|antipaladin 2, cleric/oracle 4, sorcerer/wizard 4, witch 4|4|4|4|NULL|NULL|NULL|NULL|NULL|NULL|4|NULL|4|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Accelerate Poison|poison|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|transmutation||1 standard action|V, S, M (a thorn)|0|NULL|1|1|1|0|0|touch||creature touched|instantaneous|0|0|Fortitude negates|yes||Hastens targeted poison’s onset.|You hasten the onset of poison in the target. If the poison normally has an onset time, its effects begin immediately. If the poison has no onset time, its frequency is doubled, requiring two saving throws and inflicting damage twice per round or minute, though its duration is halved. Accelerate poison does not change the cure condition for the poison. If the target is affected by more than one poison, you may choose which is affected if you administered the poison; otherwise, randomly determine which poison is affected.|<p>You hasten the onset of poison in the target. If the poison normally has an onset time, its effects begin immediately. If the poison has no onset time, its frequency is doubled, requiring two saving throws and inflicting damage twice per round or minute, though its duration is halved. Accelerate poison does not change the cure condition for the poison. If the target is affected by more than one poison, you may choose which is affected if you administered the poison; otherwise, randomly determine which poison is affected.</p>|APG|2|druid 2, ranger 2, sorcerer/wizard 2, occultist 2|2|2|NULL|2|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2|NULL|NULL|NULL|2|||Plant (4)|||0
Accept Affliction|good|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|conjuration|healing|1 standard action|V, S, M/DF (dove's heart)|0|NULL|1|1|1|0|1|touch||creature touched|instantaneous|0|0|Fortitude negates (harmless)|yes (harmless)|||The caster can transfer the effects of afflictions such as curses, diseases, and poisons from the target creature to himself. This spell can also transfer the blinded, deafened, fatigued, nauseated, shaken, and sickened conditions. All aspects of the transferred afflictions (save DCs, remaining duration, removal conditions, and so on) remain the same, but affect the caster instead of the original target. After transferring the affliction or condition, the caster is free to cure it in any way he can.|<p>The caster can transfer the effects of afflictions such as curses, diseases, and poisons from the target creature to himself. This spell can also transfer the blinded, deafened, fatigued, nauseated, shaken, and sickened conditions. All aspects of the transferred afflictions (save DCs, remaining duration, removal conditions, and so on) remain the same, but affect the caster instead of the original target. After transferring the affliction or condition, the caster is free to cure it in any way he can.</p>|Champions Of Purity|3|bard 3, cleric/oracle 3, druid 3, paladin 3, witch 3|NULL|NULL|3|3|NULL|3|3|NULL|NULL|3|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3||||||0
Accursed Glare|curse|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|necromancy||1 round|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)||one creature|1 day/level|0|0|Will negates|yes|||You channel a fell curse through your glare. If the target fails its saving throw, it begins to obsessively second-guess its actions and attract bad luck. Whenever the target attempts an attack roll or saving throw while the curse lasts, it must roll twice and take the lower result. While you cast this spell, an ally within range of the subject can attempt an Intimidate check as a move action (DC = save DC of this spell); on a success, the ally adds its own glare to yours, granting you a +2 bonus on your caster level check to overcome spell resistance (if any). Multiple allies can attempt Intimidate checks; this bonus stacks.|<p>You channel a fell curse through your glare. If the target fails its saving throw, it begins to obsessively second-guess its actions and attract bad luck. Whenever the target attempts an attack roll or saving throw while the curse lasts, it must roll twice and take the lower result. While you cast this spell, an ally within range of the subject can attempt an Intimidate check as a move action (DC = save DC of this spell); on a success, the ally adds its own glare to yours, granting you a +2 bonus on your caster level check to overcome spell resistance (if any). Multiple allies can attempt Intimidate checks; this bonus stacks.</p>|Blood Of The Moon|3|antipaladin 3, sorcerer/wizard 3, witch 3|3|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3|NULL|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Acid Arrow|acid|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|creation|1 standard action|V, S, M (rhubarb leaf and an adder's stomach), F (a dart)|0|NULL|1|1|1|1|0|long (400 ft. + 40 ft./level)|||1 round + 1 round per three levels|0|0|none|no|one arrow of acid|Ranged touch attack; 2d4 damage for 1 round + 1 round/three levels.|An arrow of acid springs from your hand and speeds to its target. You must succeed on a ranged touch attack to hit your target. The arrow deals 2d4 points of acid damage with no splash damage. For every three caster levels you possess, the acid, unless neutralized, lasts for another round (to a maximum of 6 additional rounds at 18th level), dealing another 2d4 points of damage in each round.|<p>An arrow of acid springs from your hand and speeds to its target. You must succeed on a ranged touch attack to hit your target. The arrow deals 2d4 points of acid damage with no splash damage. For every three caster levels you possess, the acid, unless neutralized, lasts for another round (to a maximum of 6 additional rounds at 18th level), dealing another 2d4 points of damage in each round.</p>|PFRPG Core|2|sorcerer/wizard 2, magus 2, bloodrager 2|2|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2|NULL|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Acid Fog|acid|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|creation|1 standard action|V, S, M (powdered peas and an animal hoof)|0|NULL|1|1|1|0|0|medium (100 ft. + 10 ft./level)|||1 round/level|0|0|none|no|fog spreads in 20-ft. radius, 20 ft. high|Fog deals acid damage.|Acid fog creates a billowing mass of misty vapors like the solid fog spell. In addition to slowing down creatures and obscuring sight, this spell's vapors are highly acidic. Each round on your turn, starting when you cast the spell, the fog deals 2d6 points of acid damage to each creature and object within it.|<p><i>Acid fog</i> creates a billowing mass of misty vapors like the <i>solid fog</i> spell. In addition to slowing down creatures and obscuring sight, this spell's vapors are highly acidic. Each round on your turn, starting when you cast the spell, the fog deals 2d6 points of acid damage to each creature and object within it.</p>|PFRPG Core|6|sorcerer/wizard 6, magus 6|6|6|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|6|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Acid Maw|acid|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 standard action|V, S, DF|0|NULL|1|1|0|0|1|close (25 ft. + 2 ft./level)||your animal companion|1 minute/level|0|0|Will negates (harmless)|yes|||Your animal companion's bite attack deals an additional 1d4 points of acid damage, and the acid deals another 1d4 points of acid damage to the target on the next round. The acid continues to deal damage for 1 additional round per 4 caster levels (to a maximum of 6 total rounds at caster level 20th). This ongoing acid damage doesn't stack from multiple attacks, but the duration resets if a newer bite would cause the ongoing damage to last longer than the duration remaining from a previous one. The acid does not harm the animal companion.|<p>Your animal companion's bite attack deals an additional 1d4 points of acid damage, and the acid deals another 1d4 points of acid damage to the target on the next round. The acid continues to deal damage for 1 additional round per 4 caster levels (to a maximum of 6 total rounds at caster level 20th). This ongoing acid damage doesn't stack from multiple attacks, but the duration resets if a newer bite would cause the ongoing damage to last longer than the duration remaining from a previous one. The acid does not harm the animal companion.</p>|Advanced Class Origins|1|druid 1, ranger 1|NULL|NULL|NULL|1|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1||||||0
Acid Pit|acid|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|creation|1 standard action|V, S, M (drop of acid), F (Fine shovel worth 10 gp)|1|10|1|1|1|0|0|medium (100 ft. + 10 ft./level)|||1 round + 1 round/level|0|0|Reflex negates; see text|no|10-ft.-by-10-ft. hole, 10 ft. deep/2 levels|Creates a pit with a layer of acid on the bottom.|This spell functions as create pit, except that it places a 5-footdeep pool of acid at the bottom of the pit. The pit has a maximum depth of 100 feet. Creatures who fall into the pit take falling damage as normal (the acid counts as a yielding surface), plus 2d6 points of acid damage per round spent in contact with the acid. In addition, exposed items carried by a creature in the pit may be harmed. Refer to Table 9-2: Items Affected by Magical Attacks (Core Rulebook 216). Items are affected one at a time in the order listed on the table, and must make Fortitude saves after 3 consecutive rounds in the acid or gain the broken condition. Objects with the broken condition (regardless of how they became broken) must make a Fortitude saving throw each round spent within the acid or be destroyed. The walls of the pit are quite slippery and have a Climb DC of 30.|<p>This spell functions as create pit, except that it places a 5-footdeep pool of acid at the bottom of the pit. The pit has a maximum depth of 100 feet. Creatures who fall into the pit take falling damage as normal (the acid counts as a yielding surface), plus 2d6 points of acid damage per round spent in contact with the acid. In addition, exposed items carried by a creature in the pit may be harmed. Refer to Table 9-2: Items Affected by Magical Attacks (Core Rulebook 216). Items are affected one at a time in the order listed on the table, and must make Fortitude saves after 3 consecutive rounds in the acid or gain the broken condition. Objects with the broken condition (regardless of how they became broken) must make a Fortitude saving throw each round spent within the acid or be destroyed. The walls of the pit are quite slippery and have a Climb DC of 30.</p>|APG|4|sorcerer/wizard 4, summoner 4|4|4|NULL|NULL|NULL|NULL|NULL|NULL|4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Acid Splash|acid|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|creation|1 standard action|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)|||instantaneous|0|0|none|no|one missile of acid|Orb deals 1d3 acid damage.|You fire a small orb of acid at the target. You must succeed on a ranged touch attack to hit your target. The orb deals 1d3 points of acid damage. This acid disappears after 1 round.|<p>You fire a small orb of acid at the target. You must succeed on a ranged touch attack to hit your target. The orb deals 1d3 points of acid damage. This acid disappears after 1 round.</p>|PFRPG Core|0|sorcerer/wizard 0, summoner 0, inquisitor 0, magus 0|0|0|NULL|NULL|NULL|NULL|NULL|NULL|0|NULL|0|NULL|NULL|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Acidic Spray|acid|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|creation|1 standard action|V, S, M (a vial of acid worth 10 gp)|1|10|1|1|1|0|0|60 ft.|||instantaneous|0|0|Reflex partial (see text)|yes|60-ft. line|1d6/level acid damage plus 1 round of acid.|A spray of acid erupts from your outstretched hand, dealing 1d6 points of acid damage per caster level (maximum 15d6) to each creature within its area (Reflex half ). This acid continues to burn for 1 round, dealing 1d6 points of acid damage per two caster levels (maximum 7d6) to any creature that failed its saving throw against the spell (a second Reflex save on the creature's turn negates this additional damage).|<p>A spray of acid erupts from your outstretched hand, dealing 1d6 points of acid damage per caster level (maximum 15d6) to each creature within its area (Reflex half ). This acid continues to burn for 1 round, dealing 1d6 points of acid damage per two caster levels (maximum 7d6) to any creature that failed its saving throw against the spell (a second Reflex save on the creature's turn negates this additional damage).</p>|Ultimate Magic|5|magus 5, sorcerer/wizard 5|5|5|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|5|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
