name|type|description|prerequisites|benefits|Metaconstruction|Convergence|Psionic|Surge|Technique|Cerulean_Seas|Item_Creation|Conduit|General|Gather_Power|Metapsionic|Kineticist|Akashic|Confluence|teamwork|Shifting|Combat|Metamagic|Heritage|Style|Mineralite_Racial|Projected_Form
Extend Trap (Metaconstruction)|Metaconstruction|The effects of your traps last twice as long.||an extended traps effects lasts twice as long as normal. a trap with a duration of concentration, instantaneous, or permanent is not affected by this feat. this only affects the duration of the traps effects, not how long the trap remains before breaking apart. an extended trap uses up a trap slot one level higher than the traps actual level.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Heighten Trap (Metaconstruction)|Metaconstruction|You can make traps as if they were a higher level.||a heightened trap has a higher trap level than normal (up to a maximum of 6th level). unlike other metaconstruction feats, heighten trap actually increases the effective level of the trap that it modifies. all effects dependent on spell level (such as saving throw dcs and ability to penetrate a lesser globe of invulnerability) are calculated according to the heightened level.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Intensify Trap (Metaconstruction)|Metaconstruction|Your traps can go beyond normal limitations.||an intensified trap increases the maximum number of damage dice by 5 levels. you must actually have sufficient caster levels to surpass the maximum in order to from this feat. no other variables of the trap are affected, and traps that inflict damage that is not modified by caster level are not affected by this feat. an intensified trap uses up a trap slot one level higher than the traps actual level.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Maximize Trap (Metaconstruction)|Metaconstruction|Your traps have the maximum possible effect.||an empowered, maximized trap gains the separate of each feat the maximum result plus half the normally rolled result.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Persistent Trap (Metaconstruction)|Metaconstruction|You can modify a trap to become more tenacious.||traps that do not require a saving throw to resist or lessen the traps effect do not from this feat.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Piercing Trap (Metaconstruction)|Metaconstruction|Your studies have helped you develop methods to overcome Spell Resistance.||when you create a piercing trap and its effects trigger on a target with spell resistance, it treats the spell resistance of the target as 5 lower than its actual sr. a piercing trap uses up a trap slot one level higher than the traps actual level.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Widen Trap (Metaconstruction)|Metaconstruction|You can create your traps so that their triggered effects occupy a larger space. Traps that do not have an area of one of these four sorts are not affected by this feat. Only the effects of the trap are widened; the trap itself still only occupies one 5-foot square.||you can alter a burst, emanation, or spread-shaped trap to increase its area. any numeric measurements of the traps effects area increase by 100%. a widened trap uses up a trap slot three levels higher than the traps actual level.|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Beastlord Spell (Metamagic)|Metamagic|Your magic allows you to affect all sorts of wild beasts. If the spell could normally only affect creatures of the animal type (such as hold animal), the spell now also can target creatures of the magical beast or vermin type. Mind-affecting animal spells can target vermin as if they werent mindless. Spells that would let you interact with an animal indirectly (such as speak with animals) allow that same interaction with vermin or magical beasts, subject to GM discretion. A beastlord spell uses up a spell slot one level higher than the spells actual level.|animal focus|only spells with the animal descriptor can be turned into a beastlord spell. spells that permanently alter a creatures statistics, such as awaken, cannot be modified by this feat.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
Draining Spell|Metamagic|Your spells leech life from your foes, granting it to you.|empower spell and/or vampire|you gain temporary hit points equal to half of the hit point damage dealt by a draining spell, plus half of the ability damage dealt by the draining spell. if the draining spell deals damage to multiple victims (such as a draining fireball), calculate the temporary hit points gained based on the victim that suffered the most damage. these temporary hit points do not stack with themselves and last for up to 1 hour. a draining spell uses up a spell slot 1 level higher than the spells actual level.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
Harmonic Spell (Metamagic)|Metamagic|Your magic does not harm the wilds.|plant focus, spellcraft 5 ranks|a harmonic spell has no effect on vegetation, including plant creatures and magically-created plants. other targets are affected normally. spells that only affect plants (such as diminish plants) cannot be modified by this feat. a harmonic spell does not use up a higher-level spell slot than the spells actual level.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
Impassioned Spell|Metamagic|By pushing your heart into your magic you produce wonderful effects. Level Increase +3 (an Impassioned spell uses up a spell slot three levels higher than the spells actual level.)||you may replace a spells normal damage type with love damage (see the dynamancers entry). any variables of the spell dependent on intelligence or wisdom modifier are instead made to be dependent on charisma. creatures damaged by this spell receive a will save to halve the damage, as normal for love damage. if the spell allows for a fortitude or reflex save for partial effect, this will save replaces that save. this feat has no effect on spells that deal no damage|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
Jovial Spell|Metamagic|Each spell you cast is a cause for jubilation and cheer. Level Increase +1 (a jovial spell uses up a spell slot one level higher than the spells actual level.)|perform 3 ranks, ability to cast 1st level spells.|you can modify spells to improve the attitude of those targeted with them. whenever you cast a spell, sensations of joy radiate from your vicinity. all creatures that are targeted by your spell are subject to a will save (the dc is equal to the spells save dc). a creature who fails this save has their attitude improved by one step towards all other creatures within its line of sight. if the spell targeting them deals damage, the target creature gains +4 circumstance bonus on their save.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
Metallic Spell (Metamagic)|Metamagic|Your spells are infused with shards of metal. A spell affected by Metallic Spell gains the metal descriptor. Any damage dealt by the spell counts as both magic and silver for the purposes of overcoming damage reduction (in addition to its listed types). At 10th caster level, it is also considered cold iron. At 15th caster level, it is also considered adamantine. A metallic spell uses up a spell slot one level higher than the spells actual level.|caster level 5th|only spells that deal slashing, bludgeoning, or piercing damage can be affected by this feat.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
Reinforced Spell (Metamagic)|Metamagic|Your artifice is more refined and resistant to damage. Any created object or barrier (such as a wall of iron or a weapon created by conjure weapon) has its hardness increased by 5 and its hit points increased by 50%. Any item created by the spell is considered masterwork, if a masterwork equivalent exists for that item (subject to GM discretion). A reinforced spell uses up a spell slot one level higher than the spells actual level.||only spells that create one or more objects, barriers, or structures that have hit points can be affected by this feat.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
Transcendent Spell|Metamagic|Your magical abilities replicate the strange techniques of psionics Level Increase +2 (a Transcendent spell uses up a spell slot two levels higher than the spells actual level.)||the spell cast using this feat is treated as a psionic power of no particular discipline for all purposes (feats, class abilities area effects, power resistance, etc.). this does not allow metapsionic feats to be applied to the spell.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
Twilight Spell (Metamagic)|Metamagic|Light and darkness spells you create are more intense. A twilight spell is treated as being four levels higher for the purposes of countering, dispelling, or suppressing other spells with the light or darkness descriptor. For example, a daylight spell modified by this feat is treated as a 7th-level spell for interacting with darkness effects, and can automatically counter or dispel a spell with the darkness descriptor of 7th level or lower. Additionally, if the spell raises or lowers the light level in an area, it is lowered or raised by an additional step in the same direction (i.e. a darkness effect would lower the light level by two steps, instead of one). This does not allow a spell to create magical darkness unless it could already do so. A twilight spell uses up a spell slot one level higher than the spells actual level.||you can only apply this metamagic to a spell with the light or darkness descriptor.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
Volcanic Spell (Metamagic)|Metamagic|Your spells are comprised of molten stone. A volcanic spell conjures lava to harm its targets, causing its damage to become half fire and half bludgeoning. If a target fails its saving throw against the spell it is covered is lava, taking fire damage equal to double the spells level for 1d3 rounds. This effect is only applied on the first failed saving throw against the spell, not any subsequent failed saves. If the spell didnt offer a saving throw, the target can make a Reflex save to avoid this effect. A volcanic spell uses up a spell slot one level higher than the spells actual level.||you can only apply this metamagic to a spell with the earth or fire descriptor that deals damage.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
Admixed Power|Metapsionic|You can combine energy types in your powers.||to use this feat, you must expend your psionic focus. when you manifest a power that deals cold, electricity, fire, or sonic damage using this feat, choose an additional energy type. the power counts as being both energy types and only the lowest resistance works against the admixed power. using this feat increases the power point cost of the power by 2. the powers total cost cannot exceed your manifester level.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Bulwark Power|Metapsionic|You manifest a personal power so that it takes effect at a later time.||to use this feat, you must expend your psionic focus. you manifest a personal psionic power that instead of triggering immediately, instead triggers the next time you are attacked (someone makes a successful attack roll, or you fail a saving throw). using this feat increases the power point cost of the power by 2. the powers total cost cannot exceed your manifester level.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Burning Power|Metapsionic|You cause creatures to take extra damage when you affect them with a power that has the acid or fire descriptor. Powers that do not deal fire or acid damage cannot be used with this feat.||to use this feat, you must expend your psionic focus. the acid or fire effects of the affected power adhere to the creature, causing more damage the next round. when a creature takes acid or fire damage from the affected power, that creature takes damage equal to 2  the powers level at the start of its next turn. the damage is acid or fire, as determined by the powers descriptor. if a burning power has both the fire and acid descriptor, the manifester chooses what kind of damage is dealt by the burning power effect. using this feat increases the power point cost of the power by 2. the powers total cost cannot exceed your manifester level.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Burrowing Power|Metapsionic|Your powers sometimes bypass barriers. If a power requires line of sight (which includes most powers that affect a target or targets instead of an area), you cannot manifest it as a burrowing power unless you can somehow see the target, such as with clairvoyant sense. Using this feat increases the power point cost of the power by 4. The powers total cost cannot exceed your manifester level.|spellcraft 8 ranks.|to use this feat, you must expend your psionic focus. you can attempt to manifest your powers against targets that are sheltered behind a wall or force effect. your power briefly skips through the astral plane to bypass the barrier.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Chain Power|Metapsionic|You can manifest powers that arc to hit other targets in addition to the primary target. Each target gets to make a saving throw, if one is allowed by the power. You choose secondary targets as you like, but they must all be within 30 feet of the primary target, and no target can be struck more than once. You can choose to affect fewer secondary targets than the maximum (to avoid allies in the area, for example). Using this feat increases the power point cost of the power by 6. The powers total cost cannot exceed your manifester level.||to use this feat, you must expend your psionic focus. you can chain any power that affects a single target and that deals either acid, cold, electricity, fire, or sonic damage. after the primary target is struck, the power can arc to a number of secondary targets equal to your manifester level (maximum twenty). the secondary arcs each strike one target and deal half as much damage as the primary one did (round down).|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Cleaving Power|Metapsionic|You know how to enhance your powers with a foes pain, blowing through them into another target.||to use this feat, you must expend your psionic focus. if any creatures are reduced to 0 or fewer hit points (or 0 or fewer points in one of its ability scores) by the affected power, choose one additional creature within 30 feet of your victim; that creature suffers the effects of the affected power (including but not limited to any augmentations or additional metapsionic feats). the second creature must be a legal target for the power, and is still entitled to power resistance and/or a saving throw, as the power allows. using this feat increases the power point cost of the power by 4. the powers total cost cannot exceed your manifester level. only powers with one or more specific targets may be modified by this feat.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Composite Power|Metapsionic|You can fuse elements together.||to use this feat, you must expend your psionic focus. you can mix a second element into any power that deals cold, electricity, fire, or sonic damage. choose one other energy type from that list; half of the powers damage is that element rather than its normal type. if the power has additional effects based on the type of damage it deals, then both the effect of the original element and the effect of the second element are applied to the targets. using this feat increases the power point cost of the power by 2. the powers total cost cannot exceed your manifester level.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Concussive Power|Metapsionic|You cause creatures to be disoriented when you affect them with a power that has the sonic descriptor. A concussive power causes creatures that take damage from a power that has the sonic descriptor to take a 2 penalty on attack rolls, saving throws, skill checks, and ability checks for a number of rounds equal to the power level of the power. A concussive power only affects powers with the sonic descriptor. Using this feat increases the power point cost of the power by 2. The powers total cost cannot exceed your manifester level. Powers that do not deal sonic damage cannot be used with this feat.||to use this feat, you must expend your psionic focus. with sonic damage comes a concussive wave of energy that rattles creatures affected by the power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Contagious Power|Metapsionic|Your powers are hazardous to those who would try to inhibit them Using this feat increases the power point cost of the power by 2. The powers total cost cannot exceed your manifester level.||to use this feat, you must expend your psionic focus. this feat can be applied only to targeted powers that are harmful to their target, allow a save, and dont have a range of personal; a contagious power never spreads to someone who would from being the target of the power. a manifester level check to dispel or remove a contagious power that fails by 5 or more causes it to spread from the original target to the creature that attempted to remove it. the power spreads to the new target regardless of its normal range or any special targeting requirement like a melee or ranged touch attack. the power is treated as if you had just manifested it on the new target. the new target receives a saving throw as well as the of power resistance (if applicable) if the power normally allows it. a contagious power can be identified normally as it is being cast with a successful spellcraft check. identifying whether a power is contagious by its effect, however, requires the use of the analyze aura spell or a similar effect.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Dazing Power|Metapsionic|You can daze a creature with the powers you manifest.||to use this feat, you must expend your psionic focus. you can modify a mind-affecting power that targets only one creature to possibly daze the creature. when a creature makes a successful save against a dazing power, they must make an additional saving throw or become dazed for a number of rounds equal to the level of the power. if the power does not allow a save, the target can make a will save to negate the daze effect. if the power effect causes the creature to become dazed, the duration of this metapsionic effect is added to the duration of the power if the creature fails its save. this is considered a mind-affecting effect; if the subject fails the save for the daze effect, he is unaware that he has been subjected to a mind-affecting power. using this feat increases the power point cost of the power by 2. the powers total cost cannot exceed your manifester level.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Delay Power|Metapsionic|You can manifest powers that go off up to 5 rounds later. If you choose one of the first two triggers and the conditions are not met within 5 rounds, the power activates automatically on the fifth round. Only area and personal powers can be delayed. Any decisions you would make about the delayed power, including attack rolls, designating targets, or determining or shaping an area, are decided when the power is manifested. Any effects resolved by those affected by the power, including saving throws, are decided when the delay period ends. A delayed power can be dispelled normally during the delay, and can be detected normally in the area or on the target by the use of powers that can detect psionic effects. Using this feat increases the power point cost of the power by 2. The powers total cost cannot exceed your manifester level. You have better control over your delayed powers. Normal You can delay a power for up to 5 rounds. Activating a delayed power is a standard action.|delay power.|add your mythic tier to the number of rounds you can delay a power. in addition, you may activate a delayed power as a swift or immediate action instead of as a standard action. alternatively, you may expend a use of mythic power to manifest a power as a delayed power (gaining only the normal of a delayed power, rather than the increased outlined above) without increasing the number of power points spent or expending psionic focus.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Echoing Power|Metapsionic|You have learned how to release most, but not all, of a powers potential when you manifest it.||to use this feat, you must expend your psionic focus. when you manifest an echoing power a portion of it remains in your power point pool, and you can manifest it one additional time during that day. this second manifesting does not expend any additional power points. using this feat increases the power point cost of the power by 4. the powers total cost cannot exceed your manifester level.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Ectoplasmic Power|Metapsionic|Your psionic powers breach the gulf between dimensions, sending ghostly emanations into the ether.||to use this feat, you must expend your psionic focus. an ectoplasmic power has full effect against incorporeal or ethereal creatures. using this feat does not increase the power point cost of the power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Empower Power|Metapsionic|You can manifest powers to greater effect. Using this feat increases the power point cost of the power by 2. The powers total cost cannot exceed your manifester level. You can increase the effect of a power by +75%. Normal All variable, numeric effects of an empowered power are increased by half including bonuses to those dice rolls.|empower power, 5th mythic tier.|when you manifest a power affected by empower power, all variable, numeric effects of the power are increased by +75%, including bonuses to those dice rolls. alternatively, you may expend a use of mythic power to manifest a power as an empowered power (gaining only the normal of an empowered power, rather than the increased outlined above) without increasing the number of power points spent or expending psionic focus.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Endowed Mind|Metapsionic|You can make your powers more difficult to resist. Special Unlike most metapsionic feats, you do not need to expend your psionic focus to use this feat.||as long as you maintain psionic focus, increase the save dc of any power you manifest by 1 for every 2 power points you spend augmenting the power, provided the augmentation does not already increase the powers save dc. you may even spend 2 power points to increase a powers save dc even if the power does not have any augment options.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Enlarge Power|Metapsionic|You can manifest powers farther than normal. Using this feat does not increase the power point cost of the power. You can triple the range of a power. Normal An enlarged power with a range of close has a range of 50 ft. + 5 ft./level, while medium-range powers have a range of 200 ft. + 20 ft./level and longrange powers have a range of 800 ft. + 80 ft./level.|enlarge power.|when you manifest a power with a range of close, medium, or long affected by enlarge power, its range is increased by +200%. an enlarged power with a range of close now has a range of 75 ft. + 15 ft./2 levels, while medium-range powers have a range of 300 ft. + 30 ft./level and long-range powers have a range of 1,200 ft. + 120 ft./level. alternatively, you may expend a use of mythic power to manifest a power as an enlarged power (gaining only the normal of an enlarged power, rather than the increased outlined above) without increasing the number of power points spent or expending psionic focus.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Explosive Power|Metapsionic|Your powers that normally only affect a single creature explode on impact. Using this feat does not increase the power point cost of the power if only a single creature was targeted by the initial effect. For powers that allow the direct targeting of multiple creatures, such as energy missile, each additional target of the initial power increases the cost of the power by 2 power points. Creatures cannot be affected by both the initial power and the explosion, nor by overlapping explosions.|manifester level 3rd|to use this feat, you must expend your psionic focus. you can cause a power you manifest that deals hit point damage and has a direct target or targets (not an area effect) to explode upon impact, dealing its damage to all creatures adjacent to the target of the initial power. a successful reflex save halves the damage from this explosion, even if the original power did not allow a save, such as energy ray, in which case calculate the save based upon the level of the power manifested.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Extend Power|Metapsionic|You can manifest powers that last longer than normal. Using this feat increases the power point cost of the power by 2. The powers total cost cannot exceed your manifester level. You can triple the duration of a power. Normal An extended power lasts twice as long as normal.|extend power.|when you manifest a power augmented with extend spell, it lasts three times as long as normal. a power with a duration of concentration, instantaneous, or permanent is not affected by this feat. alternatively, you may expend a use of mythic power to manifest a power as an extended power (gaining only the normal of an extended power, rather than the increased outlined above) without increasing the number of power points spent or expending psionic focus.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Flaring Power|Metapsionic|You dazzle creatures when you affect them with a power that has the fire, light, or electricity descriptor. Powers that do not deal fire, light, or electricity damage cannot be used with this feat.||to use this feat, you must expend your psionic focus. the electricity, fire, or light effects of the affected power create a flaring that dazzles creatures that take damage from the power. a flare power causes a creature that takes fire, light, or electricity damage from the affected power to become dazzled for a number of rounds equal to the level of the power. a flaring power only affects powers with a fire, light, or electricity descriptor. using this feat does not increase the power point cost of the power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Focused Power|Metapsionic|When you manifest a power that affects more than one creature, one opponent finds it more difficult to resist. Powers that do not require a saving throw to resist or lessen the powers effect cannot be used with this feat.||to use this feat, you must expend your psionic focus. when manifesting a power that can or does affect or target more than one creature, you can choose one target or creature within the power effect. that creatures saving throw dc to resist the power is increased by +2. you must choose which target to focus the power on before manifesting the power. using this feat does not increase the power point cost of the power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Hustle Power|Metapsionic|You can hasten the manifesting time of some powers. Using this feat increases the power point cost of the power by 4. The powers total cost cannot exceed your manifester level. Manifesting a hustled power still provokes attacks of opportunity. Special This feat cannot be used on powers that cannot be quickened.||to use this feat, you must expend your psionic focus. you may manifest a power with a manifesting time of one standard action as a move action instead. powers with manifesting times other than one standard action may not be affected by this feat. you can perform another action, even manifest another power, in the same round that you manifest a hustled power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Inducting Power|Metapsionic|Once a foe is harmed by your ability, their woes are only beginning Using this feat increases the power point cost of the power by 4. The powers total cost cannot exceed your manifester level.|unwilling participant|to use this feat, you must expend your psionic focus. this feat can be applied only to mind-affecting powers that allow a will save. if a target fails a will save against the power, they are immediately added to your collective. in order to make room for creatures, you may remove others from the collective as a free action as part of manifesting the power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Irradiating Power|Metapsionic|Your psionic abilities taint targets with radiation Manifesting a power in this way requires an expenditure of 4 additional power points, and the total expenditure cannot exceed your manifester level.||to use this ability, you must expend psionic focus. any creature affected by an irradiating power must succeed on a fortitude save or contract radiation of a certain level. the fortitude save and level of radiation are based on the amount of power points spent on the power (including power points spent to use this metapsionic feat).|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Lingering Power|Metapsionic|Your power clings to existence, slowly fading from the world.||to use this feat, you must expend your psionic focus. you may cause an instantaneous power that affects an area to persist until the beginning of your next turn. those already in the area suffer no additional harm, but other creatures or objects entering the area are subject to its effects. a lingering power with a visual manifestation obscures vision, providing concealment (20% miss chance) beyond 5 feet and total concealment (50% miss chance) beyond 20 feet. using this feat does not increase the power point cost of the power. powers that do not affect an area cannot be used with this feat.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Maddening Power|Metapsionic|Your powers pollute the minds of those who experience them Using this feat increases the power point cost of the power by 4. The powers total cost cannot exceed your manifester level.||to use this feat, you must expend your psionic focus. this feat can be applied only to mind-affecting powers that allow a will save. if a target fails a will save against the power, they take an amount of sanity damage equal to the number of power points spent on the power. if sanity is not used, the target takes an amount of damage to 1 mental ability score equal to half the number of power points spent on the power (minimum 1).|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Malleable Power|Metapsionic|You are able to shape the effect of your power to exclude targets. For example, you may shoot an energy bolt from your fingertips and exclude the first two cubes of the power. The other 110 of the energy bolt would be manifest as normal. Manifesting a malleable power increases the power point cost of the power by 2. The total cost cannot exceed your manifester level. Powers that do not affect an area cannot be used with this feat.|selective power, spellcraft 10 ranks.|to use this feat, you must spend your psionic focus. doing so lets you manifest a malleable power. this power may exclude any number of 5-foot cubes (5 long by 5 wide by 5 high). the cubes you exclude do not otherwise hamper the power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Maximize Power|Metapsionic|You can manifest powers to maximum effect. Augmented powers can be maximized; a maximized augmented power deals the maximum damage (or cures the maximum hit points, and so on) of the augmented power. Using this feat increases the power point cost of the power by 4. The powers total cost cannot exceed your manifester level. Your maximum psionic power is more than maximum. Normal All variable, numeric effects of a maximized power are automatically at their highest value.|maximize power, 7th mythic tier.|when you manifest a power affected by maximize power, all variable, numeric effects of the power are treated as 150% of their maximum. alternatively, you may expend two uses of mythic power to manifest a power as a maximized power (gaining only the normal of a maximized power, rather than the increased outlined above) without increasing the number of power points spent or expending psionic focus.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Merciful Power|Metapsionic|Your damaging powers subdue rather than kill. Powers that do not deal hit point damage cannot be used with this feat.||to use this feat, you must maintain your psionic focus, rather than expend it. you can alter powers that inflict hit point damage to inflict nonlethal damage instead. powers that inflict hit point damage of a particular type (such as fire) inflict nonlethal damage of that same type. using this feat does not increase the power point cost of the power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Network Power|Metapsionic|You can temporarily alter the nature of certain powers to allow use over a mental link. Using this feat increases the power point cost of the power by 4. The powers total cost cannot exceed your manifester level.|collective class feature, manifester level 3rd.|to use this feat, you must expend your psionic focus. you can treat a power as if it had the network descriptor. you may only use this feat on powers with a range of personal and a target of you.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Opportunity Power|Metapsionic|You can make power-enhanced attacks of opportunity. Manifesting this power is an immediate action. You cannot use this feat with a touch power whose manifesting time is longer than 1 full-round action. Using this feat increases the power point cost of the power by 6. The powers total cost cannot exceed your manifester level. Normal Attacks of opportunity can be made only with melee weapons. Enemies who give you an opportunity do so at their own peril. Normal An opportunity power must have a range of touch.|opportunity power, 5th mythic tier.|when using opportunity power, you can use a power that does not have a range of touch, so long as the creature that provoked the attack of opportunity is the target of the power. alternatively, you may expend two uses of mythic power to manifest a power as an opportunity power (gaining only the normal of an opportunity power, rather than the increased outlined above) without increasing the number of power points spent or expending psionic focus.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Persistent Power|Metapsionic|You can modify a power to become more tenacious when its targets resist its effect. Using this feat increases the power point cost of the power by 2. The powers total cost cannot exceed your manifester level. Powers that do not require a saving throw to resist or lessen the powers effect cannot be used with this feat.||to use this feat, you must expend your psionic focus. whenever a creature targeted by a persistent power or within its area succeeds on its saving throw against the power, it must make another saving throw against the effect. if a creature fails this second saving throw, it suffers the full effects of the power, as if it had failed its first saving throw.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Piercing Power|Metapsionic|Your studies have helped you develop methods to overcome power resistance.||to use this feat, you must expend your psionic focus. when you manifest a piercing power against a target with power resistance, it treats the power resistance of the target as 5 lower than its actual pr. using this feat does not increase the power point cost of the power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Plague Power|Metapsionic|You can manifest a power that spreads among targets.|manifester level 5th|to use this feat, you must expend your psionic focus. when you manifest a power with a duration other than instantaneous or permanent, at any time during the duration, you can cause the power to affect an adjacent target as an immediate action. that target is affected as if you had just manifested the same power against the new target, including any augmentations used. you can cause a power to spread once for every five manifester levels you have. using this feat increases the power point cost of the power by 2. the powers total cost cannot exceed your manifester level.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Psychomachy|Metapsionic|You are adept at assaulting the minds of your victims.|one or more metapsionic feats|if a power you manifest deals damage to a mental ability score (such as ego whips damage to charisma), you may expend your psionic focus as part of manifesting that power. if you do, it instead deals damage to the mental ability score of your choice.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Quicken Power|Metapsionic|You can manifest a power with a moments thought. Using this feat increases the power point cost of the power by 6. The powers total cost cannot exceed your manifester level. Manifesting a quickened power does not provoke attacks of opportunity. Manifesting a power can be nearly effortless for you. Normal A quickened power that normally has a manifesting time of 1 standard action can instead be manifested as a swift action.|quicken power, 10th mythic tier|you can manifest any power as a swift action, regardless of its normal manifesting time. if a target provokes an attack of opportunity from you, you can target it with a quickened power as your attack of opportunity. only quickened powers with a specific number of targets (rather than effect or area) can be manifested as an attack of opportunity, and only the creature that provoked the attack is targeted by the power (regardless of how many creatures the power normally targets). alternatively, you may expend two uses of mythic power to manifest a power as a quickened power (gaining only the normal of a quickened power, rather than the increased outlined above) without increasing the number of power points spent or expending psionic focus.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Redirect Power|Metapsionic|You can direct a failed power against a different target.||to use this feat, you must expend your psionic focus. whenever a redirecting power targeting a single creature has no effect on its intended target (whether due to power resistance or a successful saving throw) you may, as a swift action, redirect it to target another eligible creature within range. the redirected power behaves in all ways as if its new target were the original target for the power. powers that affect a target in any way (including a lesser effect from a successful saving throw) may not be redirected in this manner. using this feat does not increase the power point cost of the power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
Rime Power|Metapsionic|Creatures damaged by your powers with the cold descriptor become entangled. This feat can only be used with powers that have the cold descriptor and deal damage. Using this feat does not increase the power point cost of the power.||to use this feat, you must expend your psionic focus. the frost of your cold power clings to the target, impeding it for a short time. a rime power causes creatures that take cold damage from the power to become entangled for a number of rounds equal to the original level of the power.|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
