name|type
accursed will (ex)_harbinger|A harbinger is not an entirely physical being; the darkness within her supplements her body, impelling her to acts of stunning violence. Starting at 1st level, the harbinger gains an insight bonus on attack rolls equal to 1/2 her harbinger initiation modifier (minimum +1). At 10th level, she gains an insight bonus on damage rolls equal to her harbinger initiation modifier.
ill tidings (ex)_harbinger|Like unwanted news, the harbinger travels swiftly. At 1st level, a harbinger gains a +10-foot competence bonus to her movement speeds. At 10th level, this bonus increases by +10 feet. Apply this bonus before modifying the harbinger's movement speeds because of any load carried or armor worn.
dark focus (ex)_harbinger|Though all Harbingers tap into violence and sorrow, they inevitably specialize in a method of combat that calls to them deep within themselves. At 2nd level, a harbinger selects one discipline she has access to from her harbinger levels to be her dark focus. She gains a +1 bonus on attack and damage rolls when initiating strikes and counters from her dark focus discipline. The bonus to attack and damage rolls increases by +1 at 5th level and every four levels thereafter. In addition, she gains a +1 bonus to the save DCs of maneuvers from her dark focus discipline. At 6th level, the harbinger gains either Advanced Study or Discipline Focus in her dark focus discipline as a bonus feat, even if she does not meet the prerequisites. In the case of Advanced Study, both maneuvers selected must be from her dark focus discipline. At 10th level, the harbinger selects a second discipline as her dark focus in addition to her original dark focus discipline. She does not gain an additional bonus feat, although the other bonuses from her dark focus class feature apply to the second discipline as well. At 14th level, the harbinger's dedication bears violent fruit. She may expend a readied maneuver to spontaneously initiate any maneuver she knows from her dark focus disciplines that is one or more levels lower than the expended maneuver, regardless of whether or not she has the dark focus maneuver readied. The initiation action of the spontaneously initiated maneuver is unchanged. At 20th level, the harbinger treats all maneuvers from her dark focus disciplines as being readied at the beginning of each encounter, in addition to her normal pool of readied maneuvers.
grim news (su)_harbinger|Like a ghost or a rumor, the harbinger moves with supernatural acumen. Starting at 3rd level, a harbinger can move up to her speed as a swift action once per encounter. She can use this ability twice per encounter at 9th level, and three times per encounter at 15th level. At 9th level and again at 15th level, the harbinger selects one of the following abilities. One made, her choice is permanent and cannot be changed. Dark Wings:  The harbinger gains a fly speed equal to her base land speed, with good maneuverability. This flight is supernatural in nature; though the harbinger may develop wings or another form of evident propulsion, she flies through supernatural acumen alone. 
Omenwalk|  The harbinger gains the ability to teleport up to her speed as a move action. The harbinger does not need line of effect or line of sight to her destination, although she still provokes attacks of opportunity for leaving a threatened square when using this ability. Spider's Boon:  The harbinger gains a climb speed equal to her base land speed. In addition, she develops a sticky grip that aids her in battle, granting her a +4 racial bonus on grapple checks and to her CMD. 
Water Dweller|  The harbinger gains a swim speed equal to her base land speed. In addition, the harbinger no longer needs to breathe and becomes immune to inhaled poisons.
massacre (ex)_harbinger|The scent of blood in the air and the gentle throb of fading life force impels the Harbinger to further heights of violence. Starting at 4th level, a harbinger can initiate one of her readied strikes against an adjacent creature as an immediate action when she reduces an opponent to 0 or fewer hit points. She can only initiate strikes with an initiation action of one standard action with this ability. The harbinger can use this ability once per encounter at 4th level, twice per encounter at 10th level, and three times per encounter at 16th level.
elusive shadow (ex)_harbinger|The harbinger's unnatural alacrity protects her from harm as she shies away from whirling blades and streaking spells alike. Starting at 5th level, a harbinger gains a +2 dodge bonus to her AC and Reflex saves during any round in which she has moved at least 10 feet (including by teleportation effects such as omenwalk).
sorcerous deception (sp)_harbinger|Having become adept at concealing the malice within, the harbinger develops the ability to allay the suspicions of those who investigate her with magic. At 7th level, a harbinger can use  magic aura  as a spell-like ability at will, with a caster level equal to her harbinger level. She may only target items and objects she is attending, carrying, wearing, or wielding.
ill intentions (su)_harbinger|Those cornered by the harbinger and her allies feel the weight of her malice pressing down against them. Starting at 8th level, whenever a harbinger and one or more of her allies flank a creature, that creature suffers a 2 penalty on saving throws and skill checks.
black omen (su)_harbinger|Like misfortune, the harbinger does not seem to move so much as simply arrive. Starting at 11th level, a harbinger may move up to half her speed as an immediate action once per encounter.
bleak prophecy (su)_harbinger|Those claimed by the harbinger are filled with dreadful visions of their own demise. Starting at 12th level, creatures Claimed by a harbinger become shaken while the Claim persists.
dark murmur (su)_harbinger|Those claimed by the harbinger find her as hard to catch as rumor itself. Starting at 13th level, the harbinger's movement no longer provokes attacks of opportunity from creatures she has Claimed.
rumors of war (ex)_harbinger|The harbinger sweeps through her enemies, spreading pain and woe wherever she steps. Starting at 17th level, a harbinger may move up to her speed and initiate a single strike at any point in the movement as a full-round action.
voices in the dark (ex)_harbinger|Like a dark voice on the edge of hearing, the harbinger persecutes her enemies. Starting at 18th level, a harbinger can initiate a strike whenever she would normally be able to make an attack of opportunity (she still expends the attack of opportunity). She can only initiate strikes with an initiation action of one standard action with this ability.
whispers of atrocity (su)_harbinger|There is no resisting the harbinger's malice. Starting at 19th level, maneuvers initiated by a harbinger ignore all immunities possessed by their targets.
maneuvers_mystic|A mystic begins her career with knowledge of seven martial maneuvers. The disciplines available to her are Elemental Flux , Mithral Current , Riven Hourglass , Shattered Mirror , Solar Wind , and Veiled Moon . Editor's Note: Discipline Exchanges 
discipline exchanges_mystic|Fool's Errand ,  Mangled Gear ,  Radiant Dawn ,  Roaring Mouse ,  Surging Shark :  Any character of any class can access any of these disciplines by trading one of their available disciplines for one of the listed disciplines. If they do, they gain its associated skill as a class skill. 
surging shark_mystic|Any character of any class can access any of these disciplines by trading one of their available disciplines for one of the listed disciplines. If they do, they gain its associated skill as a class skill.
unquiet grave_mystic|Mystics may exchange access to one of their martial disciplines for access to the Unquiet Grave discipline. They gain Knowledge (religion) as a class skill if they didn't already have it.
maneuvers readied/granted_mystic|Granted Maneuvers and Alternate Recovery Methods If a mystic uses theLightning RecoveryorVictorious Recoveryfeats (or a similar method) to recover a maneuver, it is immediately added to her currently granted maneuvers. A mystic can ready five of her seven maneuvers known at 1st level, and as she advances in level and learns more maneuvers, she is able to ready more, but must still choose which maneuvers to ready. A mystic must always ready her maximum number of maneuvers readied. She readies her maneuvers by meditating for ten minutes. The maneuvers she chooses remain readied until she decides to meditate again and change them. The mystic does not need to sleep or rest for any long period of time in order to ready her maneuvers; any time she spends ten minutes in meditation, she can change her readied maneuvers. A mystic begins an encounter with all her readied maneuvers unexpended, regardless of how many times she might have already used them since she chose them. When she initiates a maneuver, she expends it for the current encounter, so each of her readied maneuvers can be used once per encounter (unless she recovers them, as described below). Mystics are unique among martial disciples in that they rely on surging, primal arcane forces within their being to fuel their martial maneuvers. Because of this, they do not have full control over their readied maneuvers; when a mystic readies her maneuvers, she selects two of her readied maneuvers to be immediately granted to her for use at any time (when these two maneuvers are used outside of combat, they recover on their own in the following round), with the rest of her initially randomized maneuvers waiting to be granted in combat. The remainder of her readied maneuvers are withheld and currently inaccessible until combat begins. If she is able to act in asurpriseround when combat begins, she is granted her maneuvers then as normal, but if she is caught unaware, she must wait until herinitiativebefore her maneuvers are granted (beyond the initial two). At the end of each of her combat turns, one previously withheld maneuver (randomly determined) is granted to her, and thus becomes accessible for her next turn and subsequent turns. She can freely choose to initiate any maneuver that is currently granted when her turn begins, but she cannot initiate a withheld maneuver. If the mystic chooses not to employ a maneuver in a given round, her currently granted maneuvers remain available, and a previously withheld maneuver is granted, as described above. In other words, it doesn't matter if she uses her maneuvers or not-at the end of each of her turns, one withheld maneuver from her selection of readied maneuvers is granted to her. Over the course of a few rounds, all the mystic's maneuvers will eventually be granted. A mystic can change the two readied maneuvers she has chosen to be immediately granted for use at any time by spending one minute meditating. If, at the end of the mystic's turn, she cannot be granted a maneuver because she has no withheld maneuvers remaining, she recovers all expended maneuvers, and a new group of readied maneuvers is granted to her, replacing her previously granted maneuvers if any remain unspent. She selects two of her choice (and gains the remainder of granted maneuvers as randomized selections, see below). At the end of her next turn, a withheld maneuver is granted to the mystic, and the process of surging power begins again. At 3rd level and again at 6th, 9th, 12th, 18th, and 20th levels, the number of maneuvers granted to the mystic at the beginning of an encounter and when she recovers her maneuvers increases by one. Unlike the mystic's initial granted maneuvers, these additional maneuvers are randomly determined (for example, at the beginning of an encounter, a 6th level mystic would choose two maneuvers to have access to, then randomly be granted two more). Editor's Note:  The text for granted maneuvers given here does not match the one given on the class' table; however, given the clear pattern in the table, it should be assumed to be the correct progression.
stances known_mystic|A mystic begins her career with knowledge of one stance from any discipline open to mystics. At 2nd, 5th, 9th, 11th, 15th, and 18th levels, she can select an additional stance to learn. Unlike maneuvers, stances are not expended and the mystic does not have to ready them. All the stances she knows are available to her at all times, and she can change the stance she is currently maintaining as aswift action. A stance is an extraordinary ability unless otherwise stated in the stance or discipline description. Unlike with maneuvers, a mystic cannot learn a new stance at higher levels in place of one she already knows.
animus (su)_mystic|A mystic's martial prowess is in part fueled by a reservoir of roiling, turbulent energy within her soul, and the passion and danger of combat causes this arcane energy to overflow outwards. This power, called animus, waxes and wanes with a mystic's use of her maneuvers in battle. Outside combat, a mystic has no animus to spend, but her inner power can still be used for more subtle arcane arts. Her levels in mystic count as arcane spellcaster levels for the purposes of qualifying for prerequisites (such as those ofitem creation feats or theArcane Strikefeat), and if a mystic ever develops arcane spellcasting from another class, she may add her mystic level to her levels in that class to determine her overallcaster levelfor the purposes ofitem creation feats. When a mystic enters combat, she gains an animus pool equal to 1 + her mystic initiation modifier (minimum 1) at the start of her first turn, and adds one point of animus to her animus pool at the start of each of her turns thereafter. Her animus pool persists for one minute after the last enemy combatant is defeated or the encounter otherwise ends. At the end of any round in which the mystic initiates a maneuver, she adds an additional point of animus to her pool. Certain abilities, such as some class features, maneuvers, and feats, require the mystic to expend points of animus to use. The primal power of animus can be used in several ways-the foremost of which is the augmentation of maneuvers. A mystic can spend points of animus to augment her maneuvers in the following ways, depending on her class level. If the mystic has the ability to augment her maneuvers in other ways, such as from another class feature or the maneuver itself, this cannot be combined with the augments granted by her animus class feature; she must choose which augmentation type to use when initiating the maneuver. Starting at 1st level, a mystic can spend a single point of animus to augment a maneuver as part of that maneuver's initiation action to apply one of the following effects to it (if applicable): Enhance Maneuver : For each point of animus spent, the mystic adds a cumulative +2insight bonusto all d20 rolls made (includingattack rolls, combat maneuver checks, and skill checks) when initiating that maneuver (maximum of three animus may be spent on this augmentation); if the maneuver allows the user to make multiple attacks, then this bonus only applies to the first attack. 
 Increase DC | For each point of animus spent, the save DC of that maneuver increases by 1. When the mystic reaches 4th level, she can spend up to two points of animus on maneuver augmentation, rather than one, and she gains access to the following additional augmentations: Anima Burn : The mystic adds 1/2 her class level to damage rolls made during that maneuver. This augment costs two points of animus, and can only be applied once to a given maneuver. 
 Increase Potency | For each point of animus spent, the mystic may ignore 10 points ofenergy resistanceor 5 points ofdamage reduction. When the mystic reaches 9th level, she can spend up to three points of animus on maneuver augmentation, and gains access to the following additional augmentation: Animus Rush : The mystic make move up to her base movement speed as part of the initiation action for the maneuver before initiating the strike. This is ateleportationeffect and the mystic must clearly see her destination. This augmentation costs three points of animus. 
 Increase Range | The mystic may target a creature within 30 feet with a strike that normally uses a melee attack. Resolve the strike normally, as if the targeted creature was within the mystic's melee reach. This augmentation costs two points of animus. At 13th level, a mystic can spend up to four points of animus on maneuver augmentation, and at 19th level, she can spend up to five points of animus per augmentation.
elemental attunement (su)_mystic|A mystic contains incredible elemental power within her body, surging energies that constantly flow through her blood and muscle. Bringing these energies to bear is as easy as breathing for a mystic, shifting the flow of power with the subtle movements of her martial stances. When a mystic readies her maneuvers, she may select one of the following elements (and associated energy type) to be heractive element: air (electricity), earth (acid), fire (fire), and water (cold). After readying maneuvers, a mystic can change her active element by taking astandard actionto focus inwards, or by expending one point of animus as afree actionwhile assuming a new stance. Whenever she initiates a maneuver that deals damage, she may spend one point of animus as part of its initiation action to change all damage the maneuver deals to her active element's associated energy type. For example, if a mystic whose active element is currently air initiated the cursed fate Veiled Moon strike, she could spend one point of animus to change her attack's damage (including the strike's bonus damage) to from her weapon's normal damage type to electricity damage. If the mystic has access to theElemental Fluxdiscipline, then her active element from this class feature is the same as her active element forElemental Fluxmaneuvers. If she is psionic, she can change her active energy type whenever she changes her active element, and vice versa. Her active energy type need not match her active element.
blade meditation (su)_mystic|When a mystic finds that her martial power is beginning to wane or that few options remain available for use, she can pause in battle, drawing on her inner well of animus to reinvigorate her body and mind. As afull-round action, a mystic can spend one point of animus to grant herself all her remaining withheld maneuvers, then immediately expend them in a raging cadence of arcane power. As there are no remaining maneuvers to be granted, a new set of maneuvers is granted to the mystic at the end of her turn, as normal. In addition, until the start of her next turn, creatures that target the mystic with melee attacks are engulfed in the explosion of energy, taking 1d6 points of damage of heractive element'sassociated energy type, plus an additional 1d6 points of damage for every two points of animus remaining in the mystic's animus pool.
bonus feat_mystic|At 2nd level and every five levels thereafter, a mystic gain a bonus combat oritem creation feat. She must meet the prerequisites for these feats as normal.
arcane defense (ex)_mystic|Starting at 2nd level, the sorcerous power within a mystic's body makes her resilient to the supernatural. These energies defend her from magical and psionic powers, granting her a +1insightbonus to her AC and saving throws against psionic powers, psi-like abilities, spells, andspell-like abilities. This bonus increases by +1 at 6th level, and again at 11th level, 16th level, and 20th level.
elemental glyph (su)_mystic|Starting at 3rd level, a mystic learns to aid her friends with the arcane power of the elements. Although at first this surging energy was raw and unformed, she has begun to master this ability, and can use it to empower her allies, granting them benefits in combat. As amove action, the mystic can spend one point of animus to apply an elemental glyph to a number of allies equal to her mystic initiation modifier modifier within her sight. The effect of this glyph depends on the element it is associated with, but all glyphs last for a number of rounds equal to 1 + the mystic's initiation modifier. A mystic is not limited to casting glyphs of heractive element(as darkness, illumination, and metal have no elemental type). Allies may only be affected by one of her glyphs at a time, with new glyphs ending the current glyph in effect and replacing it on the affected ally. The benefits of these glyphs are cumulative (for example, an 8th level mystic grants both the 3rd level and 8th level benefits to her allies). Different glyphs from different mystics may apply to the same target. Glyphs aresupernaturalabilities and not subject to spells or effects likedispel magic but do not function within anantimagic fieldor similar effect. Air : The glyph of air fills the mystic's allies with energy and speed. At 3rd level, all movement speeds possessed by each ally under the effect of the glyph gain a +10-footenhancement bonusto speed. In addition allies may choose to make one turn of up to 90 degrees while makingchargeattacks. 
 At 8th level, thisenhancement bonusto movement speed increases to 30 feet, and they may makeAcrobaticschecks to jump as if they had a running start. 
 At 13th level, allies affected by the glyph of air gain the ability to move up to 30 feet as aswift action. This movement provokesattacks of opportunityas normal. 
 At 19th level, whenever one of the mystic's allies uses the glyph of air'sswift actionmovement ability, they can make a single attack with a weapon they are wielding at their highestbase attack bonusat any point during this movement. Darkness : Though darkness often connotates evil, for the mystic its shroud offers both protection and insight, allowing the mystic's allies tactical avenues that they would otherwise be unable to access. At 3rd level, allies affected by the glyph of darkness gainconcealment(20% miss chance). 
 At 8th level, affected allies gaindarkvisionand the effects of asee invisibilityspell out to a range of 60 feet. 
 At 13th level, affected allies are shrouded in a pitch-black veil, gaining totalconcealment(50% miss chance). 
 At 19th level, affected allies gain theblindsighttrait with a range of 30 feet. Earth : The dour, steadfast nature of earth allows the mystic's allies to better stand their ground and weather assaults At 3rd level, this glyph makes allies more difficult to move against their will. Affected allies gain a bonus to theirCMDequal to the mystic's initiation modifier. 
 At 8th level, affected allies gainDR/adamantineequal to the mystic's initiation modifier. 
 At 13th level, affected allies gainresistanceto all energy types equal to the mystic's class level. 
 At 19th level, the first time during the encounter that an affected ally is reduced to 0 or fewer hit points, they are instead reduced to 0hit pointsand automaticallystabilize. Theirhit pointscannot be reduced below 0 for the rest of the round. Once this effect triggers on an ally, that ally cannot gain its effect again until the end of the encounter. In addition, affected are allies are immune tobleed damage. Fire : The unquenchable flames of passion drive the mystic's allies to feats of glory. At 3rd level, affected allies gain a circumstance bonus onattack rolls equal to 1/4 the mystic's class level (minimum +1). 
 At 8th level, affected allies add 1/2 the mystic's class level as fire damage to attacks they make. 
 At 13th level, affected allies' attacks ignore a number of points ofenergy resistanceequal to the mystic's class level. 
 At 19th level, whenever an affected ally is targeted by a melee attack, the attacker takes fire damage equal to the mystic's class level, regardless of whether or not the attack hits. Illumination : The light of the universe reveals truth wherever it hides. At 3rd level, affected allies' attacks ignore the miss chance fromconcealmentgranted to targets by anything less than totalconcealment. 
 At 8th level, affected allies gain a circumstance bonus onWillsaving throws againstillusionspells and effects equal to the mystic's initiation modifier. 
 At 13th level, affected allies gain the effects of atrue seeingspell out to a range of 30 feet. 
 At 19th level, affected allies are protected from any falsehood, gaining the effects of amind blankspell. Metal : Sturdy and unyielding like the forged iron from which it takes its name, the glyph of metal imparts resolute strength to the mystic's allies. At 3rd level, affected allies increase their natural armor bonus to AC by an amount equal to 1/4 the mystic's class level (minimum +1). 
 At 8th level, affected allies gain a circumstance bonus onFortitude saves equal to 1/4 the mystic's class level (minimum +1). 
 At 13th level, affected allies' attacks ignore a number of points ofdamage reductionandhardnessequal to the mystic's initiation modifier. 
 At 19th level, affected allies gaindamage reduction/ equal to the mystic's initiation modifier and gainspell resistanceequal to 15 + the mystic's class level. Water : Fluid and changeable, the glyph of water grants allies flexibility in both their movement and their thinking. At 3rd level, affected allies gain a circumstance bonus to theirCMB and onSwimchecks equal to the mystic's initiation modifier. 
 At 8th level, affected allies ignore difficult terrain when they move. 
 At 13th level, affected allies gain the effects of afreedom of movementspell. 
 At 19th level, affected allies gainfast healing10.
mystic artifice (su)_mystic|Starting at 4th level, a mystic is able to channel her animus into her craft, substituting primal arcane energies in place of more ordinary spells. When crafting an item, the mystic uses her initiator level as hercaster levelto determine how potent a creation she can and for the purposes of meetingcaster levelprerequisites. In order to create a spell trigger or spell completion item, the mystic's initiator must be at least the minimum required to cast the spell or spells in question. When attempting to create a magical item for which she does not possess a prerequisite spell, the mystic can attempt to replicate the spell through her innate power with aSpellcraftcheck (DC 15 + the level of the spell being replicated). If successful, she can create the item as if she had cast the prerequisite spell. The mystic must possess any material components necessary for casting the spell that she is replicating. If the item being created requires multiple spells, she must make this check for each spell she intends to replicate. If she fails the skill check, she may not try again for that spell while creating that item-the item creation DC increases as normal for the creation of an item without a prerequisite spell in such a case.
withstand spell (su)_mystic|Starting at 5th level, the mystic's natural instincts with magic work to protect her, guiding her reactions against offensive spells cast by her enemies and allowing her to siphon off a small amount of that energy for her own use. If the mystic is targeted by a spell,spell-like ability, psionic power, or psi-like ability that normally would have a lesser effect (such as a partial effect) on a successfulFortitudeorReflexsaving throw, she may make aWillsaving throw instead of the effect's normal save. If thatWill saving throw is successful, she is completely unaffected by the spell or power, taking no damage and suffering no ill effects. If she fails the saving throw, she suffers the effect as normal, and adds one point of animus to her animus pool. The mystic must be unencumbered and wearing light or no armor to use this ability. This ability does not protect the mystic from traps, extraordinary orsupernaturalabilities, or any other effects that require aFortitudeorReflexsave. Ahelplessmystic does not gain the benefit of withstand spell.
instant enlightenment (ex)_mystic|Starting at 6th level, a mystic is capable of drawing deep on her training to channel the untapped energies within her, granting her an infinitesimal moment of perfect clarity. Once per day as afree action, the mystic may expend one granted maneuver and instantly replace it with another maneuver she knows. This maneuver is added to her currently granted maneuvers and readied for use, replacing the previous maneuver. At 10th level and every four levels thereafter, the mystic can use this ability one additional time per day.
quell magic (su)_mystic|Starting at 9th level, a mystic can channel her animus to act as a sort of null-magic energy, smothering active magical effects with its flow. In order to use this ability, the mystic must have identified an ongoing spell or power through aSpellcraftcheck or other method. As astandard action, she can spend a number of points of animus equal to that spell or power's level to suppress (as if by anantimagic fieldspell) that spell or power for a number of rounds equal to her mystic initiation modifier. Time spent suppressed counts against the suppressed spell or power's duration. This ability can only be used on effects within 30 feet, although the mystic does not need to identify the effect while it is within that range, and it remains suppressed even if it leaves that range.
font of animus (su)_mystic|At 15th level, a mystic gains the ability to draw in energy from the world around her, converting it into animus to fuel her own primal power. As amove action, the mystic can add a number of points of animus to her animus pool equal to 1d6 + her mystic initiation modifier. Unlike other animus abilities, this may be used outside of combat to generate a small pool of animus that persists for one minute outside of combat. A mystic cannot use this ability multiple times to accumulate animus; additional attempts only reset her animus pool to 1d6 + her mystic initiation modifier. The mystic may use this a number of times per day equal to her mystic initiation modifier + 1 (minimum of 1).
glyph mastery (su)_mystic|At 20th level, a mystic's control over her elemental powers are strong enough that she can manifest two elemental glyphs at the same time. As amove action, the mystic may spend two points of animus and manifest an elemental glyph of any two elements, regardless of heractive element. These glyphs otherwise function as her elemental glyphs class feature.
maneuvers_stalker|A stalker begins his career with knowledge of six martial maneuvers. The disciplines available to him are Broken Blade , Solar Wind , Steel Serpent , Thrashing Dragon , Veiled Moon , andeither Riven Hourglass or Tempest Gale . If he does not have that discipline's associated skill as a class skill, he gains it as a class skill. Editor's Note: Discipline Exchanges 
discipline exchanges_stalker|Fool's Errand ,  Mangled Gear ,  Radiant Dawn ,  Roaring Mouse ,  Surging Shark :  Any character of any class can access any of these disciplines by trading one of their available disciplines for one of the listed disciplines. If they do, they gain its associated skill as a class skill. 
surging shark_stalker|Any character of any class can access any of these disciplines by trading one of their available disciplines for one of the listed disciplines. If they do, they gain its associated skill as a class skill.
unquiet grave_stalker|Stalkers may exchange access to one of their martial disciplines for access to the Unquiet Grave discipline. They gain Knowledge (religion) as a class skill if they didn't already have it.
maneuvers readied_stalker|A stalker can ready four of his six starting maneuvers, but as he advances in level and learns more maneuvers, he must choose which maneuvers to ready. He readies his maneuvers by meditating and focusing his ki for 10 minutes. The maneuvers he chooses remainreadieduntil he decides to repeat this again and change them. Stalkers do not need to sleep or be well rested to ready their maneuvers; any time he spends 10 minutes in meditation, he can change hisreadiedmaneuvers. He may not ready any individual maneuver more than once. He begins an encounter with allreadiedmaneuvers unexpended, regardless of how many times he may have already used them since he chose them. When the stalker initiates a maneuver, he expends it for the current encounter, so each of hisreadied maneuvers can be used once per encounter (until they are recovered, see below). Stalkers may recover their maneuvers in one of two ways. The stalker may either center his awareness of the combat momentarily as astandard actionand recover a single expended maneuver of his choice. Alternately, he may recover hisstalker initiation modifier in expended maneuvers (min of 2) as a full round action that does not provokeattacks of opportunity, centering his spirit completely to re-align his perceptions of the battle and change his place in it. When recovering his maneuvers in this way, he may move up to his base speed and adds a +4insight bonus to hisArmor Classas his ki defends his form while he re-centers himself. In addition, the next attack he makes this encounter adds hisdeadly strike damage if it hits.
stances known_stalker|Stalkers begin play with knowledge of one stance from any discipline open to stalkers. At the indicated levels (see class table), the stalker selects an additional new stance. Unlike maneuvers, stances are not expended and he does not have to ready them. All the stances he knows are available to him at all times, and he can change the stance he is currently using as aswift action. A stance is an extraordinary ability unless otherwise stated in the stance description. Unlike with maneuvers, the stalker cannot learn a new stance at higher levels in place of one he already knows.
ki pool (su)_stalker|At 1st level, a stalker gains a pool of ki points,supernaturalenergy he can use to accomplish amazing feats. The number of points in the stalker's ki  poolis equal to 1/2 her stalker level + his stalker initiation modifier (minimum of 1). At 1st level, the stalker may spend 1 point of ki to grant himself a +4insight bonusto a singlePerceptionorSense Motivecheck as animmediate action, as he uses his ki to feel out the vibrations of others and their hidden motives. At 5th level, the stalker may use his deadly strikes in conjunction with his combat insight to read his opponent's defenses and deliver devastating blows beyond his foe's guard. The stalker spends one point of ki as aswift actionto read his target opponent, and may apply hisdeadly striketo all martial strikes initiated by the stalker for a number of rounds equal to hisstalker initiation modifier against this target. If the stalker scores a successfulcritical hitagainst the target while this ability is active, then he activates deadly strike as normal. At 7th level, the stalker may spend 1 point from his ki poolto gain a +4insight bonuson a saving throw as animmediate action. At 9th level, the stalker can delve into his subconscious in battle and remember key lessons from his training. The stalker envisions potential scenarios where martial abilities he has notreadiedcome into play and gains a momentary burst of martial insight. A number of times per day equal to his stalker initiation modifier, the stalker can spend one ki point as aswift actionand trade onereadiedmaneuver for another maneuver known of the same level or lower. The new maneuver is immediatelyreadiedand accessible for use. The character may initiate this maneuver and recover it as if he had prepared at the beginning of the day (or when ever the stalkerreadiedhis maneuvers last) until the end of the combat encounter. The ki poolis replenished each day after 8 hours of rest and meditation; these hours do not need to be consecutive. If the stalker possesses levels in another class that grants points to a ki pool, stalker levels stack with the levels of that class to determine the total number of ki points in the combined pool, but only one ability score modifier is added to the total. The choice of which score to use is made when the second class ability is gained, and once made, the choice is set. The stalker can now use ki  points from this pool to power the abilities of every class he possesses that grants a ki pool.
deadly strike (ex)_stalker|The stalker is capable of maximizing his deadliness whenever he lands a critical blow upon his opponent, opening his target up for future punishment as the stalker becomes attuned to his prey. Whenever the stalker scores a successfulcritical hitagainst a creature, his deadly strike ability activates against that creature for a number of rounds equal to his stalker initiation modifier. Deadly strike inflicts extra damage, to only this target creature, on all of the stalker's attacks. This extra damage is 1d6 at 1st level, and increases by 1d6 for every four stalker levels thereafter. When the stalker scores acritical hit, this extra damage is not multiplied, it is simply added to the damage. If the stalker scores a successfulcritical hitduring the time his deadly strike is active, the duration of this ability is extended by one round (no more than one extension can be made per round). Ranged attacks can count as deadly strikes only if the target is within 30-ft.. Deadly strike is more effective with weapons with higher critical multipliers, such as scythes and battle axes. Weapons with a x3 critical multiplier inflict damage with deadly strikes using a d8 instead of a d6, and weapons with a critical multiplier of x4 use d10's. Damage multipliers higher than x4 use d10's for deadly strikes damage. Deadly strike may not be used with weapons that inflict non-lethal damage. The stalker must be able to see the target well enough to pick out a vital spot and must be able to reach such a spot. Creatures immune to critical hits or precision damage cannot be targeted by a deadly strike. A stalker cannot deadly strike while attacking a creature who hasconcealment.
stalker arts_stalker|As a stalker gains experience, he learns a number of arts that aid him and confound his foes. Starting at 1st level, a stalker gains one art; he gains an additional art at 3rd level and new arts every four class levels attained after 3rd level. A stalker cannot select an individual art more than once (unless noted). ( Stalker Arts can be found here )
combat insight (su)_stalker|At 2nd level, the keen senses and awareness of the stalker delivers him a sort of sixth sense. This insight performs as an intuitive alarm, alerting him of danger. Through his rigorous practice and learning to trust his instincts and intuition to an unearthly level, the senses of the stalker are unusually sharp. At 2nd level, the stalker's combat sense opens his third eye, granting him defensive reflexes that protect him in combat. The stalker may add hisstalker initiation modifier to hisinitiativescore and toReflexsaving throws as aninsight bonus. At 4th level, the heightened perceptions of the stalker allow him to know when his prey could get the jump on him, granting him theuncanny dodgeclass feature (seerogueclass for details). At 8th level, the killer's instinct in the stalker is honed to a razor's fine edge, allowing him to add hisstalker initiation modifier as acompetence bonusto confirm critical hits. This ability counts as if the character possessed theCritical Focusfeat, and for the purposes of taking critical feats that the character qualifies for. The character may not select theCritical Focusfeat once he has this ability, and should he have it before he gains this ability, he loses theCritical Focusfeat and may select acritical featin its place. At 12th level, the stalker's insight allows him to funnel the ki of his foes into his form with his deadly attacks. The character can recover a single expended maneuver when he scores a successfulcritical hitagainst a living creature. This ability does not function againstconstructs,undead, or creatures with under 1/2 HD. At 18th level, the heightened precognitive abilities of the stalker manifest in his ability to sense things around him that others cannot, granting himblindsightof 30-ft.. This is a supernatural ability.
dodge bonus (ex)_stalker|The stalker's heightened perception of danger allows him to defend himself from attacks as they are made against him, anticipating the attacks as they come. A stalker gains a +1dodge bonusto hisArmor Class at 2nd level, which improves by an additional +1 every four stalker levels thereafter. When recovering maneuvers as a full round action, the character may add his stalker initiation modifier to his AC as an additionaldodge bonus; his defensive precognition being heightened by centering his ki through maneuver recovery.
blending (su)_stalker|At 6th level the stalker's natural attunement to the flow of ki in other people grants him insight in reading others and avoiding their notice. The character gains a +2insight bonustoPerception,Sense MotiveandStealthchecks. At 16th level, the stalker's abilities improve further, and the character is permanently under the effects of a pass without trace  spell.
dual strike (ex)_stalker|Once per day at 10th level, the stalker's deadly skill in combat improves, allowing him to initiate two martial strikes as a full round action. The strikes the stalker initiates must have an initiation action of onestandard action, and he must have both strikesreadied. Boosts may not be applied to a dual strike due to the need to concentrate on two separate martial movements. When a dual strike is used, the action must be declared beforehand when used, both strikes are resolved separately and are expended. At 14th level the character may use dual strike twice per day, and three times per day at 18th level.
